"continent","country","countrycode","parent_company","plastic_type","n_pieces"
"Asien","Bangladesch","BD","Pulse","o",0
"Asien","Bangladesch","BD","Pulse","pet",NA
"Asien","Bangladesch","BD","Pulse","pp",NA
"Asien","Bangladesch","BD","Pulse","ps",NA
"Asien","Bangladesch","BD","Pulse","pvc",NA
"Asien","Bangladesch","BD","Pran","hdpe",NA
"Asien","Bangladesch","BD","Pran","ldpe",NA
"Asien","Bangladesch","BD","Pran","o",0
"Asien","Bangladesch","BD","Pran","pet",NA
"Asien","Bangladesch","BD","Pran","pp",NA
"Asien","Bangladesch","BD","Pran","ps",NA
"Asien","Bangladesch","BD","Pran","pvc",NA
"Asien","Bangladesch","BD","Perfetti van Melle","hdpe",NA
"Asien","Bangladesch","BD","Perfetti van Melle","ldpe",NA
"Asien","Bangladesch","BD","Perfetti van Melle","o",0
"Asien","Bangladesch","BD","Perfetti van Melle","pet",NA
"Asien","Bangladesch","BD","Perfetti van Melle","pp",NA
"Asien","Bangladesch","BD","Perfetti van Melle","ps",NA
"Asien","Bangladesch","BD","Perfetti van Melle","pvc",NA
"Asien","Bangladesch","BD","PepsiCo","hdpe",NA
"Asien","Bangladesch","BD","PepsiCo","ldpe",NA
"Asien","Bangladesch","BD","PepsiCo","o",0
"Asien","Bangladesch","BD","PepsiCo","pet",NA
"Asien","Bangladesch","BD","PepsiCo","pp",NA
"Asien","Bangladesch","BD","PepsiCo","ps",NA
"Asien","Bangladesch","BD","PepsiCo","pvc",NA
"Asien","Bangladesch","BD","PT Mayora Indah Tbk","hdpe",NA
"Asien","Bangladesch","BD","PT Mayora Indah Tbk","ldpe",NA
"Asien","Bangladesch","BD","PT Mayora Indah Tbk","o",0
"Asien","Bangladesch","BD","PT Mayora Indah Tbk","pet",NA
"Asien","Bangladesch","BD","PT Mayora Indah Tbk","pp",NA
"Asien","Bangladesch","BD","PT Mayora Indah Tbk","ps",NA
"Asien","Bangladesch","BD","PT Mayora Indah Tbk","pvc",NA
"Asien","Bangladesch","BD","Olympic","hdpe",NA
"Asien","Bangladesch","BD","Olympic","ldpe",NA
"Asien","Bangladesch","BD","Olympic","o",0
"Asien","Bangladesch","BD","Olympic","pet",NA
"Asien","Bangladesch","BD","Olympic","pp",NA
"Asien","Bangladesch","BD","Olympic","ps",NA
"Asien","Bangladesch","BD","Olympic","pvc",NA
"Asien","Bangladesch","BD","Bashundhara","hdpe",NA
"Asien","Bangladesch","BD","Bashundhara","ldpe",NA
"Asien","Bangladesch","BD","Bashundhara","o",0
"Asien","Bangladesch","BD","Bashundhara","pet",NA
"Asien","Bangladesch","BD","Bashundhara","pp",NA
"Asien","Bangladesch","BD","Bashundhara","ps",NA
"Asien","Bangladesch","BD","Bashundhara","pvc",NA
"Asien","Bangladesch","BD","Benson and Hedges","hdpe",NA
"Asien","Bangladesch","BD","Benson and Hedges","ldpe",NA
"Asien","Bangladesch","BD","Benson and Hedges","o",0
"Asien","Bangladesch","BD","Benson and Hedges","pet",NA
"Asien","Bangladesch","BD","Benson and Hedges","pp",NA
"Asien","Bangladesch","BD","Benson and Hedges","ps",NA
"Asien","Bangladesch","BD","Benson and Hedges","pvc",NA
"Asien","Bangladesch","BD","Milky Nuts","hdpe",NA
"Asien","Bangladesch","BD","Milky Nuts","ldpe",NA
"Asien","Bangladesch","BD","Milky Nuts","o",0
"Asien","Bangladesch","BD","Milky Nuts","pet",NA
"Asien","Bangladesch","BD","Milky Nuts","pp",NA
"Asien","Bangladesch","BD","Milky Nuts","ps",NA
"Asien","Bangladesch","BD","Milky Nuts","pvc",NA
"Asien","Bangladesch","BD","Lexus","hdpe",NA
"Asien","Bangladesch","BD","Lexus","ldpe",NA
"Asien","Bangladesch","BD","Lexus","o",0
"Asien","Bangladesch","BD","Lexus","pet",NA
"Asien","Bangladesch","BD","Lexus","pp",NA
"Asien","Bangladesch","BD","Lexus","ps",NA
"Asien","Bangladesch","BD","Lexus","pvc",NA
"Asien","Bangladesch","BD","Ispahani Green Tea","hdpe",NA
"Asien","Bangladesch","BD","Ispahani Green Tea","ldpe",NA
"Asien","Bangladesch","BD","Ispahani Green Tea","o",0
"Asien","Bangladesch","BD","Ispahani Green Tea","pet",NA
"Asien","Bangladesch","BD","Ispahani Green Tea","pp",NA
"Asien","Bangladesch","BD","Ispahani Green Tea","ps",NA
"Asien","Bangladesch","BD","Ispahani Green Tea","pvc",NA
"Asien","Bangladesch","BD","Good Luck","hdpe",NA
"Asien","Bangladesch","BD","Good Luck","ldpe",NA
"Asien","Bangladesch","BD","Good Luck","o",0
"Asien","Bangladesch","BD","Good Luck","pet",NA
"Asien","Bangladesch","BD","Good Luck","pp",NA
"Asien","Bangladesch","BD","Good Luck","ps",NA
"Asien","Bangladesch","BD","Good Luck","pvc",NA
"Asien","Bangladesch","BD","Fruit fun","hdpe",NA
"Asien","Bangladesch","BD","Fruit fun","ldpe",NA
"Asien","Bangladesch","BD","Fruit fun","o",0
"Asien","Bangladesch","BD","Fruit fun","pet",NA
"Asien","Bangladesch","BD","Fruit fun","pp",NA
"Asien","Bangladesch","BD","Fruit fun","ps",NA
"Asien","Bangladesch","BD","Fruit fun","pvc",NA
"Asien","Bangladesch","BD","Fresh","hdpe",NA
"Asien","Bangladesch","BD","Fresh","ldpe",NA
"Asien","Bangladesch","BD","Fresh","o",0
"Asien","Bangladesch","BD","Fresh","pet",NA
"Asien","Bangladesch","BD","Fresh","pp",NA
"Asien","Bangladesch","BD","Fresh","ps",NA
"Asien","Bangladesch","BD","Fresh","pvc",NA
"Asien","Bangladesch","BD","Derby","hdpe",NA
"Asien","Bangladesch","BD","Derby","ldpe",NA
"Asien","Bangladesch","BD","Derby","o",0
"Asien","Bangladesch","BD","Derby","pet",NA
"Asien","Bangladesch","BD","Derby","pp",NA
"Asien","Bangladesch","BD","Derby","ps",NA
"Asien","Bangladesch","BD","Derby","pvc",NA
"Asien","Bangladesch","BD","Dairy Milk","hdpe",NA
"Asien","Bangladesch","BD","Dairy Milk","ldpe",NA
"Asien","Bangladesch","BD","Dairy Milk","o",0
"Asien","Bangladesch","BD","Dairy Milk","pet",NA
"Asien","Bangladesch","BD","Dairy Milk","pp",NA
"Asien","Bangladesch","BD","Dairy Milk","ps",NA
"Asien","Bangladesch","BD","Dairy Milk","pvc",NA
"Asien","Bangladesch","BD","CavinKare","hdpe",NA
"Asien","Bangladesch","BD","CavinKare","ldpe",NA
"Asien","Bangladesch","BD","CavinKare","o",0
"Asien","Bangladesch","BD","CavinKare","pet",NA
"Asien","Bangladesch","BD","CavinKare","pp",NA
"Asien","Bangladesch","BD","CavinKare","ps",NA
"Asien","Bangladesch","BD","CavinKare","pvc",NA
"Asien","Bangladesch","BD","Bombay Sweets","hdpe",NA
"Asien","Bangladesch","BD","Bombay Sweets","ldpe",NA
"Asien","Bangladesch","BD","Bombay Sweets","o",0
"Asien","Bangladesch","BD","Bombay Sweets","pet",NA
"Asien","Bangladesch","BD","Bombay Sweets","pp",NA
"Asien","Bangladesch","BD","Bombay Sweets","ps",NA
"Asien","Bangladesch","BD","Bombay Sweets","pvc",NA
"Asien","Bangladesch","BD","Mondelez International","hdpe",NA
"Asien","Bangladesch","BD","Mondelez International","ldpe",NA
"Asien","Bangladesch","BD","Mondelez International","o",0
"Asien","Bangladesch","BD","Mondelez International","pet",NA
"Asien","Bangladesch","BD","Mondelez International","pp",NA
"Asien","Bangladesch","BD","Mondelez International","ps",NA
"Asien","Bangladesch","BD","Mondelez International","pvc",NA
"Afrika","Benin","BJ","Pure Water, Inc.","hdpe",NA
"Afrika","Benin","BJ","Pure Water, Inc.","ldpe",NA
"Afrika","Benin","BJ","Pure Water, Inc.","o",NA
"Afrika","Benin","BJ","Pure Water, Inc.","pet",4988
"Afrika","Benin","BJ","Pure Water, Inc.","pp",NA
"Afrika","Benin","BJ","Pure Water, Inc.","ps",NA
"Afrika","Benin","BJ","Pure Water, Inc.","pvc",NA
"Asien","Bhutan","BT","Assorted","hdpe",NA
"Asien","Bhutan","BT","Assorted","ldpe",NA
"Asien","Bhutan","BT","Assorted","o",NA
"Asien","Bhutan","BT","Assorted","pet",3500
"Asien","Bhutan","BT","Assorted","pp",NA
"Asien","Bhutan","BT","Assorted","ps",NA
"Asien","Bhutan","BT","Assorted","pvc",NA
"Asien","Bhutan","BT","beer bottels,","hdpe",NA
"Asien","Bhutan","BT","beer bottels,","ldpe",NA
"Asien","Bhutan","BT","beer bottels,","o",NA
"Asien","Bhutan","BT","beer bottels,","pet",0
"Asien","Bhutan","BT","beer bottels,","pp",NA
"Asien","Bhutan","BT","beer bottels,","ps",NA
"Asien","Bhutan","BT","beer bottels,","pvc",NA
"Asien","Bhutan","BT","can beer,can juice,food stuff,tin fish, sasugage,cream","hdpe",NA
"Asien","Bhutan","BT","can beer,can juice,food stuff,tin fish, sasugage,cream","ldpe",NA
"Asien","Bhutan","BT","can beer,can juice,food stuff,tin fish, sasugage,cream","o",NA
"Asien","Bhutan","BT","can beer,can juice,food stuff,tin fish, sasugage,cream","pet",0
"Asien","Bhutan","BT","can beer,can juice,food stuff,tin fish, sasugage,cream","pp",NA
"Asien","Bhutan","BT","can beer,can juice,food stuff,tin fish, sasugage,cream","ps",NA
"Asien","Bhutan","BT","can beer,can juice,food stuff,tin fish, sasugage,cream","pvc",NA
"Asien","Bhutan","BT","cartoons","hdpe",NA
"Asien","Bhutan","BT","cartoons","ldpe",NA
"Asien","Bhutan","BT","cartoons","o",NA
"Asien","Bhutan","BT","cartoons","pet",0
"Asien","Bhutan","BT","cartoons","pp",NA
"Asien","Bhutan","BT","cartoons","ps",NA
"Asien","Bhutan","BT","cartoons","pvc",NA
"Amerika","Brasilien","BR","Unbranded","hdpe",0
"Amerika","Brasilien","BR","Unbranded","ldpe",NA
"Amerika","Brasilien","BR","Unbranded","o",1550
"Amerika","Brasilien","BR","Unbranded","pet",0
"Amerika","Brasilien","BR","Unbranded","pp",562
"Amerika","Brasilien","BR","Unbranded","ps",0
"Amerika","Brasilien","BR","Unbranded","pvc",NA
"Amerika","Brasilien","BR","Assorted","hdpe",0
"Amerika","Brasilien","BR","Assorted","ldpe",NA
"Amerika","Brasilien","BR","Assorted","o",1745
"Amerika","Brasilien","BR","Assorted","pet",0
"Amerika","Brasilien","BR","Assorted","pp",0
"Amerika","Brasilien","BR","Assorted","ps",0
"Amerika","Brasilien","BR","Assorted","pvc",NA
"Amerika","Brasilien","BR","Bebidas Grassi","hdpe",0
"Amerika","Brasilien","BR","Bebidas Grassi","ldpe",NA
"Amerika","Brasilien","BR","Bebidas Grassi","o",190
"Amerika","Brasilien","BR","Bebidas Grassi","pet",190
"Amerika","Brasilien","BR","Bebidas Grassi","pp",0
"Amerika","Brasilien","BR","Bebidas Grassi","ps",0
"Amerika","Brasilien","BR","Bebidas Grassi","pvc",NA
"Amerika","Brasilien","BR","Grupo Arcor","hdpe",0
"Amerika","Brasilien","BR","Grupo Arcor","ldpe",NA
"Amerika","Brasilien","BR","Grupo Arcor","o",0
"Amerika","Brasilien","BR","Grupo Arcor","pet",0
"Amerika","Brasilien","BR","Grupo Arcor","pp",42
"Amerika","Brasilien","BR","Grupo Arcor","ps",0
"Amerika","Brasilien","BR","Grupo Arcor","pvc",NA
"Amerika","Brasilien","BR","Mondelez International","hdpe",0
"Amerika","Brasilien","BR","Mondelez International","ldpe",NA
"Amerika","Brasilien","BR","Mondelez International","o",2
"Amerika","Brasilien","BR","Mondelez International","pet",0
"Amerika","Brasilien","BR","Mondelez International","pp",34
"Amerika","Brasilien","BR","Mondelez International","ps",0
"Amerika","Brasilien","BR","Mondelez International","pvc",NA
"Amerika","Brasilien","BR","Santa Fé","hdpe",0
"Amerika","Brasilien","BR","Santa Fé","ldpe",NA
"Amerika","Brasilien","BR","Santa Fé","o",0
"Amerika","Brasilien","BR","Santa Fé","pet",0
"Amerika","Brasilien","BR","Santa Fé","pp",33
"Amerika","Brasilien","BR","Santa Fé","ps",0
"Amerika","Brasilien","BR","Santa Fé","pvc",NA
"Amerika","Brasilien","BR","Nestlé","hdpe",1
"Amerika","Brasilien","BR","Nestlé","ldpe",NA
"Amerika","Brasilien","BR","Nestlé","o",0
"Amerika","Brasilien","BR","Nestlé","pet",0
"Amerika","Brasilien","BR","Nestlé","pp",29
"Amerika","Brasilien","BR","Nestlé","ps",0
"Amerika","Brasilien","BR","Nestlé","pvc",NA
"Amerika","Brasilien","BR","Riclan","hdpe",0
"Amerika","Brasilien","BR","Riclan","ldpe",NA
"Amerika","Brasilien","BR","Riclan","o",0
"Amerika","Brasilien","BR","Riclan","pet",0
"Amerika","Brasilien","BR","Riclan","pp",21
"Amerika","Brasilien","BR","Riclan","ps",0
"Amerika","Brasilien","BR","Riclan","pvc",NA
"Amerika","Brasilien","BR","Dori Alimentos As","hdpe",0
"Amerika","Brasilien","BR","Dori Alimentos As","ldpe",NA
"Amerika","Brasilien","BR","Dori Alimentos As","o",0
"Amerika","Brasilien","BR","Dori Alimentos As","pet",0
"Amerika","Brasilien","BR","Dori Alimentos As","pp",21
"Amerika","Brasilien","BR","Dori Alimentos As","ps",0
"Amerika","Brasilien","BR","Dori Alimentos As","pvc",NA
"Amerika","Brasilien","BR","Doll","hdpe",0
"Amerika","Brasilien","BR","Doll","ldpe",NA
"Amerika","Brasilien","BR","Doll","o",0
"Amerika","Brasilien","BR","Doll","pet",0
"Amerika","Brasilien","BR","Doll","pp",19
"Amerika","Brasilien","BR","Doll","ps",0
"Amerika","Brasilien","BR","Doll","pvc",NA
"Amerika","Brasilien","BR","Tabacalera Del Este","hdpe",0
"Amerika","Brasilien","BR","Tabacalera Del Este","ldpe",NA
"Amerika","Brasilien","BR","Tabacalera Del Este","o",14
"Amerika","Brasilien","BR","Tabacalera Del Este","pet",0
"Amerika","Brasilien","BR","Tabacalera Del Este","pp",0
"Amerika","Brasilien","BR","Tabacalera Del Este","ps",0
"Amerika","Brasilien","BR","Tabacalera Del Este","pvc",NA
"Amerika","Brasilien","BR","Coquetel Corote","hdpe",0
"Amerika","Brasilien","BR","Coquetel Corote","ldpe",NA
"Amerika","Brasilien","BR","Coquetel Corote","o",7
"Amerika","Brasilien","BR","Coquetel Corote","pet",7
"Amerika","Brasilien","BR","Coquetel Corote","pp",0
"Amerika","Brasilien","BR","Coquetel Corote","ps",0
"Amerika","Brasilien","BR","Coquetel Corote","pvc",NA
"Amerika","Brasilien","BR","The Coca-Cola Company","hdpe",1
"Amerika","Brasilien","BR","The Coca-Cola Company","ldpe",NA
"Amerika","Brasilien","BR","The Coca-Cola Company","o",3
"Amerika","Brasilien","BR","The Coca-Cola Company","pet",4
"Amerika","Brasilien","BR","The Coca-Cola Company","pp",4
"Amerika","Brasilien","BR","The Coca-Cola Company","ps",0
"Amerika","Brasilien","BR","The Coca-Cola Company","pvc",NA
"Amerika","Brasilien","BR","PepsiCo","hdpe",0
"Amerika","Brasilien","BR","PepsiCo","ldpe",NA
"Amerika","Brasilien","BR","PepsiCo","o",0
"Amerika","Brasilien","BR","PepsiCo","pet",0
"Amerika","Brasilien","BR","PepsiCo","pp",11
"Amerika","Brasilien","BR","PepsiCo","ps",0
"Amerika","Brasilien","BR","PepsiCo","pvc",NA
"Amerika","Brasilien","BR","Philip Morris","hdpe",0
"Amerika","Brasilien","BR","Philip Morris","ldpe",NA
"Amerika","Brasilien","BR","Philip Morris","o",9
"Amerika","Brasilien","BR","Philip Morris","pet",0
"Amerika","Brasilien","BR","Philip Morris","pp",0
"Amerika","Brasilien","BR","Philip Morris","ps",0
"Amerika","Brasilien","BR","Philip Morris","pvc",NA
"Amerika","Brasilien","BR","Ekma","hdpe",0
"Amerika","Brasilien","BR","Ekma","ldpe",NA
"Amerika","Brasilien","BR","Ekma","o",8
"Amerika","Brasilien","BR","Ekma","pet",0
"Amerika","Brasilien","BR","Ekma","pp",0
"Amerika","Brasilien","BR","Ekma","ps",0
"Amerika","Brasilien","BR","Ekma","pvc",NA
"Amerika","Brasilien","BR","Bubbaloo","hdpe",0
"Amerika","Brasilien","BR","Bubbaloo","ldpe",NA
"Amerika","Brasilien","BR","Bubbaloo","o",0
"Amerika","Brasilien","BR","Bubbaloo","pet",0
"Amerika","Brasilien","BR","Bubbaloo","pp",8
"Amerika","Brasilien","BR","Bubbaloo","ps",0
"Amerika","Brasilien","BR","Bubbaloo","pvc",NA
"Amerika","Brasilien","BR","Kerry Do Brasil Ltda","hdpe",0
"Amerika","Brasilien","BR","Kerry Do Brasil Ltda","ldpe",NA
"Amerika","Brasilien","BR","Kerry Do Brasil Ltda","o",8
"Amerika","Brasilien","BR","Kerry Do Brasil Ltda","pet",0
"Amerika","Brasilien","BR","Kerry Do Brasil Ltda","pp",0
"Amerika","Brasilien","BR","Kerry Do Brasil Ltda","ps",0
"Amerika","Brasilien","BR","Kerry Do Brasil Ltda","pvc",NA
"Amerika","Brasilien","BR","Santa Fé Distribuidora Forno Mineiro Ltda - Me","hdpe",0
"Amerika","Brasilien","BR","Santa Fé Distribuidora Forno Mineiro Ltda - Me","ldpe",NA
"Amerika","Brasilien","BR","Santa Fé Distribuidora Forno Mineiro Ltda - Me","o",0
"Amerika","Brasilien","BR","Santa Fé Distribuidora Forno Mineiro Ltda - Me","pet",0
"Amerika","Brasilien","BR","Santa Fé Distribuidora Forno Mineiro Ltda - Me","pp",6
"Amerika","Brasilien","BR","Santa Fé Distribuidora Forno Mineiro Ltda - Me","ps",0
"Amerika","Brasilien","BR","Santa Fé Distribuidora Forno Mineiro Ltda - Me","pvc",NA
"Amerika","Brasilien","BR","Bic Contemporary Art Collection","hdpe",5
"Amerika","Brasilien","BR","Bic Contemporary Art Collection","ldpe",NA
"Amerika","Brasilien","BR","Bic Contemporary Art Collection","o",0
"Amerika","Brasilien","BR","Bic Contemporary Art Collection","pet",0
"Amerika","Brasilien","BR","Bic Contemporary Art Collection","pp",1
"Amerika","Brasilien","BR","Bic Contemporary Art Collection","ps",0
"Amerika","Brasilien","BR","Bic Contemporary Art Collection","pvc",NA
"Amerika","Brasilien","BR","Gudang Carang","hdpe",0
"Amerika","Brasilien","BR","Gudang Carang","ldpe",NA
"Amerika","Brasilien","BR","Gudang Carang","o",6
"Amerika","Brasilien","BR","Gudang Carang","pet",0
"Amerika","Brasilien","BR","Gudang Carang","pp",0
"Amerika","Brasilien","BR","Gudang Carang","ps",0
"Amerika","Brasilien","BR","Gudang Carang","pvc",NA
"Amerika","Brasilien","BR","Santa Helena","hdpe",0
"Amerika","Brasilien","BR","Santa Helena","ldpe",NA
"Amerika","Brasilien","BR","Santa Helena","o",0
"Amerika","Brasilien","BR","Santa Helena","pet",0
"Amerika","Brasilien","BR","Santa Helena","pp",6
"Amerika","Brasilien","BR","Santa Helena","ps",0
"Amerika","Brasilien","BR","Santa Helena","pvc",NA
"Amerika","Brasilien","BR","Florestal Alimentos S/A","hdpe",0
"Amerika","Brasilien","BR","Florestal Alimentos S/A","ldpe",NA
"Amerika","Brasilien","BR","Florestal Alimentos S/A","o",0
"Amerika","Brasilien","BR","Florestal Alimentos S/A","pet",0
"Amerika","Brasilien","BR","Florestal Alimentos S/A","pp",5
"Amerika","Brasilien","BR","Florestal Alimentos S/A","ps",0
"Amerika","Brasilien","BR","Florestal Alimentos S/A","pvc",NA
"Amerika","Brasilien","BR","Garoto","hdpe",0
"Amerika","Brasilien","BR","Garoto","ldpe",NA
"Amerika","Brasilien","BR","Garoto","o",0
"Amerika","Brasilien","BR","Garoto","pet",0
"Amerika","Brasilien","BR","Garoto","pp",5
"Amerika","Brasilien","BR","Garoto","ps",0
"Amerika","Brasilien","BR","Garoto","pvc",NA
"Amerika","Brasilien","BR","Kraft Heinz Company","hdpe",0
"Amerika","Brasilien","BR","Kraft Heinz Company","ldpe",NA
"Amerika","Brasilien","BR","Kraft Heinz Company","o",5
"Amerika","Brasilien","BR","Kraft Heinz Company","pet",0
"Amerika","Brasilien","BR","Kraft Heinz Company","pp",0
"Amerika","Brasilien","BR","Kraft Heinz Company","ps",0
"Amerika","Brasilien","BR","Kraft Heinz Company","pvc",NA
"Amerika","Brasilien","BR","Konsumo","hdpe",0
"Amerika","Brasilien","BR","Konsumo","ldpe",NA
"Amerika","Brasilien","BR","Konsumo","o",5
"Amerika","Brasilien","BR","Konsumo","pet",0
"Amerika","Brasilien","BR","Konsumo","pp",0
"Amerika","Brasilien","BR","Konsumo","ps",0
"Amerika","Brasilien","BR","Konsumo","pvc",NA
"Amerika","Brasilien","BR","Perfetti van Melle","hdpe",0
"Amerika","Brasilien","BR","Perfetti van Melle","ldpe",NA
"Amerika","Brasilien","BR","Perfetti van Melle","o",0
"Amerika","Brasilien","BR","Perfetti van Melle","pet",0
"Amerika","Brasilien","BR","Perfetti van Melle","pp",5
"Amerika","Brasilien","BR","Perfetti van Melle","ps",0
"Amerika","Brasilien","BR","Perfetti van Melle","pvc",NA
"Amerika","Brasilien","BR","Burguer King","hdpe",0
"Amerika","Brasilien","BR","Burguer King","ldpe",NA
"Amerika","Brasilien","BR","Burguer King","o",1
"Amerika","Brasilien","BR","Burguer King","pet",0
"Amerika","Brasilien","BR","Burguer King","pp",0
"Amerika","Brasilien","BR","Burguer King","ps",4
"Amerika","Brasilien","BR","Burguer King","pvc",NA
"Amerika","Brasilien","BR","Simoneto Alimentos","hdpe",0
"Amerika","Brasilien","BR","Simoneto Alimentos","ldpe",NA
"Amerika","Brasilien","BR","Simoneto Alimentos","o",0
"Amerika","Brasilien","BR","Simoneto Alimentos","pet",0
"Amerika","Brasilien","BR","Simoneto Alimentos","pp",5
"Amerika","Brasilien","BR","Simoneto Alimentos","ps",0
"Amerika","Brasilien","BR","Simoneto Alimentos","pvc",NA
"Amerika","Brasilien","BR","Aurea Alimentos","hdpe",0
"Amerika","Brasilien","BR","Aurea Alimentos","ldpe",NA
"Amerika","Brasilien","BR","Aurea Alimentos","o",5
"Amerika","Brasilien","BR","Aurea Alimentos","pet",0
"Amerika","Brasilien","BR","Aurea Alimentos","pp",0
"Amerika","Brasilien","BR","Aurea Alimentos","ps",0
"Amerika","Brasilien","BR","Aurea Alimentos","pvc",NA
"Amerika","Brasilien","BR","Bauducco","hdpe",0
"Amerika","Brasilien","BR","Bauducco","ldpe",NA
"Amerika","Brasilien","BR","Bauducco","o",0
"Amerika","Brasilien","BR","Bauducco","pet",0
"Amerika","Brasilien","BR","Bauducco","pp",4
"Amerika","Brasilien","BR","Bauducco","ps",0
"Amerika","Brasilien","BR","Bauducco","pvc",NA
"Amerika","Brasilien","BR","Velho Barreira","hdpe",0
"Amerika","Brasilien","BR","Velho Barreira","ldpe",NA
"Amerika","Brasilien","BR","Velho Barreira","o",0
"Amerika","Brasilien","BR","Velho Barreira","pet",0
"Amerika","Brasilien","BR","Velho Barreira","pp",0
"Amerika","Brasilien","BR","Velho Barreira","ps",4
"Amerika","Brasilien","BR","Velho Barreira","pvc",NA
"Amerika","Brasilien","BR","Blau","hdpe",0
"Amerika","Brasilien","BR","Blau","ldpe",NA
"Amerika","Brasilien","BR","Blau","o",0
"Amerika","Brasilien","BR","Blau","pet",0
"Amerika","Brasilien","BR","Blau","pp",4
"Amerika","Brasilien","BR","Blau","ps",0
"Amerika","Brasilien","BR","Blau","pvc",NA
"Amerika","Brasilien","BR","Fini Comercializadora Ltda","hdpe",0
"Amerika","Brasilien","BR","Fini Comercializadora Ltda","ldpe",NA
"Amerika","Brasilien","BR","Fini Comercializadora Ltda","o",0
"Amerika","Brasilien","BR","Fini Comercializadora Ltda","pet",0
"Amerika","Brasilien","BR","Fini Comercializadora Ltda","pp",4
"Amerika","Brasilien","BR","Fini Comercializadora Ltda","ps",0
"Amerika","Brasilien","BR","Fini Comercializadora Ltda","pvc",NA
"Amerika","Brasilien","BR","Oliveira Produtos Alimentícios","hdpe",0
"Amerika","Brasilien","BR","Oliveira Produtos Alimentícios","ldpe",NA
"Amerika","Brasilien","BR","Oliveira Produtos Alimentícios","o",0
"Amerika","Brasilien","BR","Oliveira Produtos Alimentícios","pet",0
"Amerika","Brasilien","BR","Oliveira Produtos Alimentícios","pp",4
"Amerika","Brasilien","BR","Oliveira Produtos Alimentícios","ps",0
"Amerika","Brasilien","BR","Oliveira Produtos Alimentícios","pvc",NA
"Amerika","Brasilien","BR","McDonald's Corporation","hdpe",0
"Amerika","Brasilien","BR","McDonald's Corporation","ldpe",NA
"Amerika","Brasilien","BR","McDonald's Corporation","o",1
"Amerika","Brasilien","BR","McDonald's Corporation","pet",0
"Amerika","Brasilien","BR","McDonald's Corporation","pp",0
"Amerika","Brasilien","BR","McDonald's Corporation","ps",2
"Amerika","Brasilien","BR","McDonald's Corporation","pvc",NA
"Amerika","Brasilien","BR","Mars, Incorporated","hdpe",0
"Amerika","Brasilien","BR","Mars, Incorporated","ldpe",NA
"Amerika","Brasilien","BR","Mars, Incorporated","o",0
"Amerika","Brasilien","BR","Mars, Incorporated","pet",0
"Amerika","Brasilien","BR","Mars, Incorporated","pp",3
"Amerika","Brasilien","BR","Mars, Incorporated","ps",0
"Amerika","Brasilien","BR","Mars, Incorporated","pvc",NA
"Amerika","Brasilien","BR","Unilever","hdpe",0
"Amerika","Brasilien","BR","Unilever","ldpe",NA
"Amerika","Brasilien","BR","Unilever","o",3
"Amerika","Brasilien","BR","Unilever","pet",0
"Amerika","Brasilien","BR","Unilever","pp",0
"Amerika","Brasilien","BR","Unilever","ps",0
"Amerika","Brasilien","BR","Unilever","pvc",NA
"Amerika","Brasilien","BR","Panco","hdpe",0
"Amerika","Brasilien","BR","Panco","ldpe",NA
"Amerika","Brasilien","BR","Panco","o",0
"Amerika","Brasilien","BR","Panco","pet",0
"Amerika","Brasilien","BR","Panco","pp",3
"Amerika","Brasilien","BR","Panco","ps",0
"Amerika","Brasilien","BR","Panco","pvc",NA
"Amerika","Brasilien","BR","Santa Clara","hdpe",0
"Amerika","Brasilien","BR","Santa Clara","ldpe",NA
"Amerika","Brasilien","BR","Santa Clara","o",0
"Amerika","Brasilien","BR","Santa Clara","pet",2
"Amerika","Brasilien","BR","Santa Clara","pp",1
"Amerika","Brasilien","BR","Santa Clara","ps",0
"Amerika","Brasilien","BR","Santa Clara","pvc",NA
"Amerika","Brasilien","BR","Adv Farma","hdpe",3
"Amerika","Brasilien","BR","Adv Farma","ldpe",NA
"Amerika","Brasilien","BR","Adv Farma","o",0
"Amerika","Brasilien","BR","Adv Farma","pet",0
"Amerika","Brasilien","BR","Adv Farma","pp",0
"Amerika","Brasilien","BR","Adv Farma","ps",0
"Amerika","Brasilien","BR","Adv Farma","pvc",NA
"Amerika","Brasilien","BR","Ambeve","hdpe",0
"Amerika","Brasilien","BR","Ambeve","ldpe",NA
"Amerika","Brasilien","BR","Ambeve","o",0
"Amerika","Brasilien","BR","Ambeve","pet",3
"Amerika","Brasilien","BR","Ambeve","pp",0
"Amerika","Brasilien","BR","Ambeve","ps",0
"Amerika","Brasilien","BR","Ambeve","pvc",NA
"Amerika","Brasilien","BR","Canderaria","hdpe",0
"Amerika","Brasilien","BR","Canderaria","ldpe",NA
"Amerika","Brasilien","BR","Canderaria","o",0
"Amerika","Brasilien","BR","Canderaria","pet",0
"Amerika","Brasilien","BR","Canderaria","pp",3
"Amerika","Brasilien","BR","Canderaria","ps",0
"Amerika","Brasilien","BR","Canderaria","pvc",NA
"Amerika","Brasilien","BR","Companhia Hemmer","hdpe",0
"Amerika","Brasilien","BR","Companhia Hemmer","ldpe",NA
"Amerika","Brasilien","BR","Companhia Hemmer","o",3
"Amerika","Brasilien","BR","Companhia Hemmer","pet",0
"Amerika","Brasilien","BR","Companhia Hemmer","pp",0
"Amerika","Brasilien","BR","Companhia Hemmer","ps",0
"Amerika","Brasilien","BR","Companhia Hemmer","pvc",NA
