"continent","country","parent_company","plastic_type","n_pieces","total_per_country","rel_freq"
"Africa","Nigeria","Waw","ldpe",19,19,1
"Africa","Nigeria","Waw","o",0,19,0
"Africa","Nigeria","Waw","pet",0,19,0
"Africa","Nigeria","Waw","pp",0,19,0
"Africa","Nigeria","Waw","ps",0,19,0
"Africa","Nigeria","Waw","pvc",0,19,0
"Africa","Nigeria","Nigeria Breweries Plc","hdpe",0,19,0
"Africa","Nigeria","Nigeria Breweries Plc","ldpe",0,19,0
"Africa","Nigeria","Nigeria Breweries Plc","o",11,19,0.579
"Africa","Nigeria","Nigeria Breweries Plc","pet",8,19,0.421
"Africa","Nigeria","Nigeria Breweries Plc","pp",0,19,0
"Africa","Nigeria","Nigeria Breweries Plc","ps",0,19,0
"Africa","Nigeria","Nigeria Breweries Plc","pvc",0,19,0
"Africa","Nigeria","Disk","hdpe",0,18,0
"Africa","Nigeria","Disk","ldpe",18,18,1
"Africa","Nigeria","Disk","o",0,18,0
"Africa","Nigeria","Disk","pet",0,18,0
"Africa","Nigeria","Disk","pp",0,18,0
"Africa","Nigeria","Disk","ps",0,18,0
"Africa","Nigeria","Disk","pvc",0,18,0
"Africa","Nigeria","Fanyogo","hdpe",0,18,0
"Africa","Nigeria","Fanyogo","ldpe",18,18,1
"Africa","Nigeria","Fanyogo","o",0,18,0
"Africa","Nigeria","Fanyogo","pet",0,18,0
"Africa","Nigeria","Fanyogo","pp",0,18,0
"Africa","Nigeria","Fanyogo","ps",0,18,0
"Africa","Nigeria","Fanyogo","pvc",0,18,0
"Africa","Nigeria","Origin Bitters","hdpe",0,16,0
"Africa","Nigeria","Origin Bitters","ldpe",0,16,0
"Africa","Nigeria","Origin Bitters","o",0,16,0
"Africa","Nigeria","Origin Bitters","pet",16,16,1
"Africa","Nigeria","Origin Bitters","pp",0,16,0
"Africa","Nigeria","Origin Bitters","ps",0,16,0
"Africa","Nigeria","Origin Bitters","pvc",0,16,0
"Africa","Nigeria","Clapper","hdpe",0,16,0
"Africa","Nigeria","Clapper","ldpe",0,16,0
"Africa","Nigeria","Clapper","o",16,16,1
"Africa","Nigeria","Clapper","pet",0,16,0
"Africa","Nigeria","Clapper","pp",0,16,0
"Africa","Nigeria","Clapper","ps",0,16,0
"Africa","Nigeria","Clapper","pvc",0,16,0
"Africa","Nigeria","Lucozada","hdpe",0,14,0
"Africa","Nigeria","Lucozada","ldpe",14,14,1
"Africa","Nigeria","Lucozada","o",0,14,0
"Africa","Nigeria","Lucozada","pet",0,14,0
"Africa","Nigeria","Lucozada","pp",0,14,0
"Africa","Nigeria","Lucozada","ps",0,14,0
"Africa","Nigeria","Lucozada","pvc",0,14,0
"Africa","Nigeria","Dry Gin","hdpe",0,14,0
"Africa","Nigeria","Dry Gin","ldpe",0,14,0
"Africa","Nigeria","Dry Gin","o",0,14,0
"Africa","Nigeria","Dry Gin","pet",14,14,1
"Africa","Nigeria","Dry Gin","pp",0,14,0
"Africa","Nigeria","Dry Gin","ps",0,14,0
"Africa","Nigeria","Dry Gin","pvc",0,14,0
"Africa","Nigeria","Squadron","hdpe",0,14,0
"Africa","Nigeria","Squadron","ldpe",14,14,1
"Africa","Nigeria","Squadron","o",0,14,0
"Africa","Nigeria","Squadron","pet",0,14,0
"Africa","Nigeria","Squadron","pp",0,14,0
"Africa","Nigeria","Squadron","ps",0,14,0
"Africa","Nigeria","Squadron","pvc",0,14,0
"Africa","Nigeria","Pure Kliss","hdpe",0,13,0
"Africa","Nigeria","Pure Kliss","ldpe",13,13,1
"Africa","Nigeria","Pure Kliss","o",0,13,0
"Africa","Nigeria","Pure Kliss","pet",0,13,0
"Africa","Nigeria","Pure Kliss","pp",0,13,0
"Africa","Nigeria","Pure Kliss","ps",0,13,0
"Africa","Nigeria","Pure Kliss","pvc",0,13,0
"Africa","Nigeria","Dufil","hdpe",0,12,0
"Africa","Nigeria","Dufil","ldpe",12,12,1
"Africa","Nigeria","Dufil","o",0,12,0
"Africa","Nigeria","Dufil","pet",0,12,0
"Africa","Nigeria","Dufil","pp",0,12,0
"Africa","Nigeria","Dufil","ps",0,12,0
"Africa","Nigeria","Dufil","pvc",0,12,0
"Africa","Nigeria","Guinness Nig. Plc","hdpe",0,12,0
"Africa","Nigeria","Guinness Nig. Plc","ldpe",0,12,0
"Africa","Nigeria","Guinness Nig. Plc","o",9,12,0.75
"Africa","Nigeria","Guinness Nig. Plc","pet",3,12,0.25
"Africa","Nigeria","Guinness Nig. Plc","pp",0,12,0
"Africa","Nigeria","Guinness Nig. Plc","ps",0,12,0
"Africa","Nigeria","Guinness Nig. Plc","pvc",0,12,0
"Africa","Nigeria","Njau","hdpe",0,12,0
"Africa","Nigeria","Njau","ldpe",12,12,1
"Africa","Nigeria","Njau","o",0,12,0
"Africa","Nigeria","Njau","pet",0,12,0
"Africa","Nigeria","Njau","pp",0,12,0
"Africa","Nigeria","Njau","ps",0,12,0
"Africa","Nigeria","Njau","pvc",0,12,0
"Africa","Nigeria","International Breweries Plc","hdpe",0,12,0
"Africa","Nigeria","International Breweries Plc","ldpe",0,12,0
"Africa","Nigeria","International Breweries Plc","o",12,12,1
"Africa","Nigeria","International Breweries Plc","pet",0,12,0
"Africa","Nigeria","International Breweries Plc","pp",0,12,0
"Africa","Nigeria","International Breweries Plc","ps",0,12,0
"Africa","Nigeria","International Breweries Plc","pvc",0,12,0
"Africa","Nigeria","Sabrina Bitters","hdpe",0,12,0
"Africa","Nigeria","Sabrina Bitters","ldpe",0,12,0
"Africa","Nigeria","Sabrina Bitters","o",0,12,0
"Africa","Nigeria","Sabrina Bitters","pet",12,12,1
"Africa","Nigeria","Sabrina Bitters","pp",0,12,0
"Africa","Nigeria","Sabrina Bitters","ps",0,12,0
"Africa","Nigeria","Sabrina Bitters","pvc",0,12,0
"Africa","Nigeria","Cofco","hdpe",0,12,0
"Africa","Nigeria","Cofco","ldpe",12,12,1
"Africa","Nigeria","Cofco","o",0,12,0
"Africa","Nigeria","Cofco","pet",0,12,0
"Africa","Nigeria","Cofco","pp",0,12,0
"Africa","Nigeria","Cofco","ps",0,12,0
"Africa","Nigeria","Cofco","pvc",0,12,0
"Africa","Nigeria","Adonko Bitters","hdpe",0,11,0
"Africa","Nigeria","Adonko Bitters","ldpe",0,11,0
"Africa","Nigeria","Adonko Bitters","o",0,11,0
"Africa","Nigeria","Adonko Bitters","pet",11,11,1
"Africa","Nigeria","Adonko Bitters","pp",0,11,0
"Africa","Nigeria","Adonko Bitters","ps",0,11,0
"Africa","Nigeria","Adonko Bitters","pvc",0,11,0
"Africa","Nigeria","Beloxxi","hdpe",0,11,0
"Africa","Nigeria","Beloxxi","ldpe",11,11,1
"Africa","Nigeria","Beloxxi","o",0,11,0
"Africa","Nigeria","Beloxxi","pet",0,11,0
"Africa","Nigeria","Beloxxi","pp",0,11,0
"Africa","Nigeria","Beloxxi","ps",0,11,0
"Africa","Nigeria","Beloxxi","pvc",0,11,0
"Africa","Nigeria","Dubic Malt","hdpe",0,11,0
"Africa","Nigeria","Dubic Malt","ldpe",0,11,0
"Africa","Nigeria","Dubic Malt","o",9,11,0.818
"Africa","Nigeria","Dubic Malt","pet",2,11,0.182
"Africa","Nigeria","Dubic Malt","pp",0,11,0
"Africa","Nigeria","Dubic Malt","ps",0,11,0
"Africa","Nigeria","Dubic Malt","pvc",0,11,0
"Africa","Nigeria","Aspira Nig Ltd","hdpe",0,10,0
"Africa","Nigeria","Aspira Nig Ltd","ldpe",10,10,1
"Africa","Nigeria","Aspira Nig Ltd","o",0,10,0
"Africa","Nigeria","Aspira Nig Ltd","pet",0,10,0
"Africa","Nigeria","Aspira Nig Ltd","pp",0,10,0
"Africa","Nigeria","Aspira Nig Ltd","ps",0,10,0
"Africa","Nigeria","Aspira Nig Ltd","pvc",0,10,0
"Africa","Nigeria","Mexubad","hdpe",0,10,0
"Africa","Nigeria","Mexubad","ldpe",0,10,0
"Africa","Nigeria","Mexubad","o",0,10,0
"Africa","Nigeria","Mexubad","pet",0,10,0
"Africa","Nigeria","Mexubad","pp",10,10,1
"Africa","Nigeria","Mexubad","ps",0,10,0
"Africa","Nigeria","Mexubad","pvc",0,10,0
"Africa","Nigeria","Mira","hdpe",0,10,0
"Africa","Nigeria","Mira","ldpe",0,10,0
"Africa","Nigeria","Mira","o",0,10,0
"Africa","Nigeria","Mira","pet",10,10,1
"Africa","Nigeria","Mira","pp",0,10,0
"Africa","Nigeria","Mira","ps",0,10,0
"Africa","Nigeria","Mira","pvc",0,10,0
"Africa","Nigeria","Premier Cool","hdpe",0,10,0
"Africa","Nigeria","Premier Cool","ldpe",10,10,1
"Africa","Nigeria","Premier Cool","o",0,10,0
"Africa","Nigeria","Premier Cool","pet",0,10,0
"Africa","Nigeria","Premier Cool","pp",0,10,0
"Africa","Nigeria","Premier Cool","ps",0,10,0
"Africa","Nigeria","Premier Cool","pvc",0,10,0
"Africa","Nigeria","Baby Okwu Power","hdpe",0,10,0
"Africa","Nigeria","Baby Okwu Power","ldpe",0,10,0
"Africa","Nigeria","Baby Okwu Power","o",0,10,0
"Africa","Nigeria","Baby Okwu Power","pet",10,10,1
"Africa","Nigeria","Baby Okwu Power","pp",0,10,0
"Africa","Nigeria","Baby Okwu Power","ps",0,10,0
"Africa","Nigeria","Baby Okwu Power","pvc",0,10,0
"Africa","Nigeria","De-Cup","hdpe",0,10,0
"Africa","Nigeria","De-Cup","ldpe",0,10,0
"Africa","Nigeria","De-Cup","o",0,10,0
"Africa","Nigeria","De-Cup","pet",0,10,0
"Africa","Nigeria","De-Cup","pp",10,10,1
"Africa","Nigeria","De-Cup","ps",0,10,0
"Africa","Nigeria","De-Cup","pvc",0,10,0
"Africa","Nigeria","Royal Crown Cola","hdpe",0,9,0
"Africa","Nigeria","Royal Crown Cola","ldpe",0,9,0
"Africa","Nigeria","Royal Crown Cola","o",0,9,0
"Africa","Nigeria","Royal Crown Cola","pet",9,9,1
"Africa","Nigeria","Royal Crown Cola","pp",0,9,0
"Africa","Nigeria","Royal Crown Cola","ps",0,9,0
"Africa","Nigeria","Royal Crown Cola","pvc",0,9,0
"Africa","Nigeria","La Mama","hdpe",0,9,0
"Africa","Nigeria","La Mama","ldpe",0,9,0
"Africa","Nigeria","La Mama","o",9,9,1
"Africa","Nigeria","La Mama","pet",0,9,0
"Africa","Nigeria","La Mama","pp",0,9,0
"Africa","Nigeria","La Mama","ps",0,9,0
"Africa","Nigeria","La Mama","pvc",0,9,0
"Africa","Nigeria","Calidon'S Brandy","hdpe",0,9,0
"Africa","Nigeria","Calidon'S Brandy","ldpe",0,9,0
"Africa","Nigeria","Calidon'S Brandy","o",0,9,0
"Africa","Nigeria","Calidon'S Brandy","pet",9,9,1
"Africa","Nigeria","Calidon'S Brandy","pp",0,9,0
"Africa","Nigeria","Calidon'S Brandy","ps",0,9,0
"Africa","Nigeria","Calidon'S Brandy","pvc",0,9,0
"Africa","Nigeria","Cascade Water","hdpe",0,9,0
"Africa","Nigeria","Cascade Water","ldpe",0,9,0
"Africa","Nigeria","Cascade Water","o",0,9,0
"Africa","Nigeria","Cascade Water","pet",9,9,1
"Africa","Nigeria","Cascade Water","pp",0,9,0
"Africa","Nigeria","Cascade Water","ps",0,9,0
"Africa","Nigeria","Cascade Water","pvc",0,9,0
"Africa","Nigeria","Seakam Baginatu Bitters","hdpe",0,9,0
"Africa","Nigeria","Seakam Baginatu Bitters","ldpe",0,9,0
"Africa","Nigeria","Seakam Baginatu Bitters","o",0,9,0
"Africa","Nigeria","Seakam Baginatu Bitters","pet",9,9,1
"Africa","Nigeria","Seakam Baginatu Bitters","pp",0,9,0
"Africa","Nigeria","Seakam Baginatu Bitters","ps",0,9,0
"Africa","Nigeria","Seakam Baginatu Bitters","pvc",0,9,0
"Africa","Nigeria","Fan Milk Juice","hdpe",9,9,1
"Africa","Nigeria","Fan Milk Juice","ldpe",0,9,0
"Africa","Nigeria","Fan Milk Juice","o",0,9,0
"Africa","Nigeria","Fan Milk Juice","pet",0,9,0
"Africa","Nigeria","Fan Milk Juice","pp",0,9,0
"Africa","Nigeria","Fan Milk Juice","ps",0,9,0
"Africa","Nigeria","Fan Milk Juice","pvc",0,9,0
"Africa","Nigeria","Fayrous Drink","hdpe",0,9,0
"Africa","Nigeria","Fayrous Drink","ldpe",0,9,0
"Africa","Nigeria","Fayrous Drink","o",0,9,0
"Africa","Nigeria","Fayrous Drink","pet",9,9,1
"Africa","Nigeria","Fayrous Drink","pp",0,9,0
"Africa","Nigeria","Fayrous Drink","ps",0,9,0
"Africa","Nigeria","Fayrous Drink","pvc",0,9,0
"Africa","Nigeria","La Casera","hdpe",0,8,0
"Africa","Nigeria","La Casera","ldpe",0,8,0
"Africa","Nigeria","La Casera","o",0,8,0
"Africa","Nigeria","La Casera","pet",8,8,1
"Africa","Nigeria","La Casera","pp",0,8,0
"Africa","Nigeria","La Casera","ps",0,8,0
"Africa","Nigeria","La Casera","pvc",0,8,0
"Africa","Nigeria","Choice Tomatoes","hdpe",0,8,0
"Africa","Nigeria","Choice Tomatoes","ldpe",0,8,0
"Africa","Nigeria","Choice Tomatoes","o",8,8,1
"Africa","Nigeria","Choice Tomatoes","pet",0,8,0
"Africa","Nigeria","Choice Tomatoes","pp",0,8,0
"Africa","Nigeria","Choice Tomatoes","ps",0,8,0
"Africa","Nigeria","Choice Tomatoes","pvc",0,8,0
"Africa","Nigeria","Net","hdpe",0,8,0
"Africa","Nigeria","Net","ldpe",0,8,0
"Africa","Nigeria","Net","o",8,8,1
"Africa","Nigeria","Net","pet",0,8,0
"Africa","Nigeria","Net","pp",0,8,0
"Africa","Nigeria","Net","ps",0,8,0
"Africa","Nigeria","Net","pvc",0,8,0
"Africa","Nigeria","Gallaher","hdpe",0,8,0
"Africa","Nigeria","Gallaher","ldpe",0,8,0
"Africa","Nigeria","Gallaher","o",8,8,1
"Africa","Nigeria","Gallaher","pet",0,8,0
"Africa","Nigeria","Gallaher","pp",0,8,0
"Africa","Nigeria","Gallaher","ps",0,8,0
"Africa","Nigeria","Gallaher","pvc",0,8,0
"Africa","Nigeria","Mancap","hdpe",8,8,1
"Africa","Nigeria","Mancap","ldpe",0,8,0
"Africa","Nigeria","Mancap","o",0,8,0
"Africa","Nigeria","Mancap","pet",0,8,0
"Africa","Nigeria","Mancap","pp",0,8,0
"Africa","Nigeria","Mancap","ps",0,8,0
"Africa","Nigeria","Mancap","pvc",0,8,0
"Africa","Nigeria","Lady Care","hdpe",0,7,0
"Africa","Nigeria","Lady Care","ldpe",7,7,1
"Africa","Nigeria","Lady Care","o",0,7,0
"Africa","Nigeria","Lady Care","pet",0,7,0
"Africa","Nigeria","Lady Care","pp",0,7,0
"Africa","Nigeria","Lady Care","ps",0,7,0
"Africa","Nigeria","Lady Care","pvc",0,7,0
"Africa","Nigeria","Fanice Nig Ltd","hdpe",7,7,1
"Africa","Nigeria","Fanice Nig Ltd","ldpe",0,7,0
"Africa","Nigeria","Fanice Nig Ltd","o",0,7,0
"Africa","Nigeria","Fanice Nig Ltd","pet",0,7,0
"Africa","Nigeria","Fanice Nig Ltd","pp",0,7,0
"Africa","Nigeria","Fanice Nig Ltd","ps",0,7,0
"Africa","Nigeria","Fanice Nig Ltd","pvc",0,7,0
"Africa","Nigeria","Mafid","hdpe",0,7,0
"Africa","Nigeria","Mafid","ldpe",0,7,0
"Africa","Nigeria","Mafid","o",0,7,0
"Africa","Nigeria","Mafid","pet",7,7,1
"Africa","Nigeria","Mafid","pp",0,7,0
"Africa","Nigeria","Mafid","ps",0,7,0
"Africa","Nigeria","Mafid","pvc",0,7,0
"Africa","Nigeria","One Corner Bitters","hdpe",0,7,0
"Africa","Nigeria","One Corner Bitters","ldpe",0,7,0
"Africa","Nigeria","One Corner Bitters","o",0,7,0
"Africa","Nigeria","One Corner Bitters","pet",7,7,1
"Africa","Nigeria","One Corner Bitters","pp",0,7,0
"Africa","Nigeria","One Corner Bitters","ps",0,7,0
"Africa","Nigeria","One Corner Bitters","pvc",0,7,0
"Africa","Nigeria","Hapic","hdpe",7,7,1
"Africa","Nigeria","Hapic","ldpe",0,7,0
"Africa","Nigeria","Hapic","o",0,7,0
"Africa","Nigeria","Hapic","pet",0,7,0
"Africa","Nigeria","Hapic","pp",0,7,0
"Africa","Nigeria","Hapic","ps",0,7,0
"Africa","Nigeria","Hapic","pvc",0,7,0
"Africa","Nigeria","Model Bitters","hdpe",0,7,0
"Africa","Nigeria","Model Bitters","ldpe",0,7,0
"Africa","Nigeria","Model Bitters","o",0,7,0
"Africa","Nigeria","Model Bitters","pet",7,7,1
"Africa","Nigeria","Model Bitters","pp",0,7,0
"Africa","Nigeria","Model Bitters","ps",0,7,0
"Africa","Nigeria","Model Bitters","pvc",0,7,0
"Africa","Nigeria","Closeup","hdpe",4,7,0.571
"Africa","Nigeria","Closeup","ldpe",3,7,0.429
"Africa","Nigeria","Closeup","o",0,7,0
"Africa","Nigeria","Closeup","pet",0,7,0
"Africa","Nigeria","Closeup","pp",0,7,0
"Africa","Nigeria","Closeup","ps",0,7,0
"Africa","Nigeria","Closeup","pvc",0,7,0
"Africa","Nigeria","Agbara Bitters","hdpe",0,7,0
"Africa","Nigeria","Agbara Bitters","ldpe",0,7,0
"Africa","Nigeria","Agbara Bitters","o",0,7,0
"Africa","Nigeria","Agbara Bitters","pet",7,7,1
"Africa","Nigeria","Agbara Bitters","pp",0,7,0
"Africa","Nigeria","Agbara Bitters","ps",0,7,0
"Africa","Nigeria","Agbara Bitters","pvc",0,7,0
"Africa","Nigeria","Opa Eyin","hdpe",0,7,0
"Africa","Nigeria","Opa Eyin","ldpe",0,7,0
"Africa","Nigeria","Opa Eyin","o",0,7,0
"Africa","Nigeria","Opa Eyin","pet",7,7,1
"Africa","Nigeria","Opa Eyin","pp",0,7,0
"Africa","Nigeria","Opa Eyin","ps",0,7,0
"Africa","Nigeria","Opa Eyin","pvc",0,7,0
"Africa","Nigeria","Short Bread","hdpe",0,6,0
"Africa","Nigeria","Short Bread","ldpe",6,6,1
"Africa","Nigeria","Short Bread","o",0,6,0
"Africa","Nigeria","Short Bread","pet",0,6,0
"Africa","Nigeria","Short Bread","pp",0,6,0
"Africa","Nigeria","Short Bread","ps",0,6,0
"Africa","Nigeria","Short Bread","pvc",0,6,0
"Africa","Nigeria","Captain Jack","hdpe",0,6,0
"Africa","Nigeria","Captain Jack","ldpe",6,6,1
"Africa","Nigeria","Captain Jack","o",0,6,0
"Africa","Nigeria","Captain Jack","pet",0,6,0
"Africa","Nigeria","Captain Jack","pp",0,6,0
"Africa","Nigeria","Captain Jack","ps",0,6,0
"Africa","Nigeria","Captain Jack","pvc",0,6,0
"Africa","Nigeria","B & H","hdpe",0,6,0
"Africa","Nigeria","B & H","ldpe",6,6,1
"Africa","Nigeria","B & H","o",0,6,0
"Africa","Nigeria","B & H","pet",0,6,0
"Africa","Nigeria","B & H","pp",0,6,0
"Africa","Nigeria","B & H","ps",0,6,0
"Africa","Nigeria","B & H","pvc",0,6,0
"Africa","Nigeria","Chioce Tomatoes","hdpe",0,6,0
"Africa","Nigeria","Chioce Tomatoes","ldpe",0,6,0
"Africa","Nigeria","Chioce Tomatoes","o",6,6,1
"Africa","Nigeria","Chioce Tomatoes","pet",0,6,0
"Africa","Nigeria","Chioce Tomatoes","pp",0,6,0
"Africa","Nigeria","Chioce Tomatoes","ps",0,6,0
"Africa","Nigeria","Chioce Tomatoes","pvc",0,6,0
"Africa","Nigeria","Ars","hdpe",0,6,0
"Africa","Nigeria","Ars","ldpe",0,6,0
"Africa","Nigeria","Ars","o",0,6,0
"Africa","Nigeria","Ars","pet",0,6,0
"Africa","Nigeria","Ars","pp",6,6,1
"Africa","Nigeria","Ars","ps",0,6,0
"Africa","Nigeria","Ars","pvc",0,6,0
"Africa","Nigeria","Clif Bar & Company","hdpe",0,6,0
"Africa","Nigeria","Clif Bar & Company","ldpe",0,6,0
"Africa","Nigeria","Clif Bar & Company","o",0,6,0
"Africa","Nigeria","Clif Bar & Company","pet",6,6,1
"Africa","Nigeria","Clif Bar & Company","pp",0,6,0
"Africa","Nigeria","Clif Bar & Company","ps",0,6,0
"Africa","Nigeria","Clif Bar & Company","pvc",0,6,0
"Africa","Nigeria","Philip Morris","hdpe",0,6,0
"Africa","Nigeria","Philip Morris","ldpe",0,6,0
"Africa","Nigeria","Philip Morris","o",6,6,1
"Africa","Nigeria","Philip Morris","pet",0,6,0
"Africa","Nigeria","Philip Morris","pp",0,6,0
"Africa","Nigeria","Philip Morris","ps",0,6,0
"Africa","Nigeria","Philip Morris","pvc",0,6,0
"Africa","Nigeria","Top Pamplemuss","hdpe",0,5,0
"Africa","Nigeria","Top Pamplemuss","ldpe",0,5,0
"Africa","Nigeria","Top Pamplemuss","o",0,5,0
"Africa","Nigeria","Top Pamplemuss","pet",5,5,1
"Africa","Nigeria","Top Pamplemuss","pp",0,5,0
"Africa","Nigeria","Top Pamplemuss","ps",0,5,0
"Africa","Nigeria","Top Pamplemuss","pvc",0,5,0
"Africa","Nigeria","Checkers","hdpe",0,5,0
"Africa","Nigeria","Checkers","ldpe",5,5,1
"Africa","Nigeria","Checkers","o",0,5,0
"Africa","Nigeria","Checkers","pet",0,5,0
"Africa","Nigeria","Checkers","pp",0,5,0
"Africa","Nigeria","Checkers","ps",0,5,0
"Africa","Nigeria","Checkers","pvc",0,5,0
"Africa","Nigeria","Morning Fresh","hdpe",0,5,0
"Africa","Nigeria","Morning Fresh","ldpe",0,5,0
"Africa","Nigeria","Morning Fresh","o",0,5,0
"Africa","Nigeria","Morning Fresh","pet",5,5,1
"Africa","Nigeria","Morning Fresh","pp",0,5,0
"Africa","Nigeria","Morning Fresh","ps",0,5,0
"Africa","Nigeria","Morning Fresh","pvc",0,5,0
"Africa","Nigeria","Power Pack","hdpe",0,5,0
"Africa","Nigeria","Power Pack","ldpe",0,5,0
"Africa","Nigeria","Power Pack","o",0,5,0
"Africa","Nigeria","Power Pack","pet",0,5,0
"Africa","Nigeria","Power Pack","pp",5,5,1
"Africa","Nigeria","Power Pack","ps",0,5,0
"Africa","Nigeria","Power Pack","pvc",0,5,0
"Africa","Nigeria","Heineiken","hdpe",0,5,0
"Africa","Nigeria","Heineiken","ldpe",0,5,0
"Africa","Nigeria","Heineiken","o",5,5,1
"Africa","Nigeria","Heineiken","pet",0,5,0
"Africa","Nigeria","Heineiken","pp",0,5,0
"Africa","Nigeria","Heineiken","ps",0,5,0
"Africa","Nigeria","Heineiken","pvc",0,5,0
"Africa","Nigeria","Aque Sences","hdpe",0,5,0
"Africa","Nigeria","Aque Sences","ldpe",0,5,0
"Africa","Nigeria","Aque Sences","o",0,5,0
"Africa","Nigeria","Aque Sences","pet",5,5,1
"Africa","Nigeria","Aque Sences","pp",0,5,0
"Africa","Nigeria","Aque Sences","ps",0,5,0
"Africa","Nigeria","Aque Sences","pvc",0,5,0
"Africa","Nigeria","Voltic (Nig) Ltd","hdpe",0,5,0
"Africa","Nigeria","Voltic (Nig) Ltd","ldpe",0,5,0
"Africa","Nigeria","Voltic (Nig) Ltd","o",0,5,0
"Africa","Nigeria","Voltic (Nig) Ltd","pet",5,5,1
"Africa","Nigeria","Voltic (Nig) Ltd","pp",0,5,0
"Africa","Nigeria","Voltic (Nig) Ltd","ps",0,5,0
"Africa","Nigeria","Voltic (Nig) Ltd","pvc",0,5,0
"Africa","Nigeria","Bayas Table Water","hdpe",0,5,0
"Africa","Nigeria","Bayas Table Water","ldpe",0,5,0
"Africa","Nigeria","Bayas Table Water","o",0,5,0
"Africa","Nigeria","Bayas Table Water","pet",5,5,1
"Africa","Nigeria","Bayas Table Water","pp",0,5,0
"Africa","Nigeria","Bayas Table Water","ps",0,5,0
"Africa","Nigeria","Bayas Table Water","pvc",0,5,0
"Africa","Nigeria","Upfield","hdpe",5,5,1
"Africa","Nigeria","Upfield","ldpe",0,5,0
"Africa","Nigeria","Upfield","o",0,5,0
"Africa","Nigeria","Upfield","pet",0,5,0
"Africa","Nigeria","Upfield","pp",0,5,0
"Africa","Nigeria","Upfield","ps",0,5,0
"Africa","Nigeria","Upfield","pvc",0,5,0
"Africa","Nigeria","Voltic Water","hdpe",0,5,0
"Africa","Nigeria","Voltic Water","ldpe",0,5,0
"Africa","Nigeria","Voltic Water","o",0,5,0
"Africa","Nigeria","Voltic Water","pet",5,5,1
"Africa","Nigeria","Voltic Water","pp",0,5,0
"Africa","Nigeria","Voltic Water","ps",0,5,0
"Africa","Nigeria","Voltic Water","pvc",0,5,0
"Africa","Nigeria","Popular","hdpe",0,4,0
"Africa","Nigeria","Popular","ldpe",4,4,1
"Africa","Nigeria","Popular","o",0,4,0
"Africa","Nigeria","Popular","pet",0,4,0
"Africa","Nigeria","Popular","pp",0,4,0
"Africa","Nigeria","Popular","ps",0,4,0
"Africa","Nigeria","Popular","pvc",0,4,0
"Africa","Nigeria","Niddle And Srings","hdpe",0,4,0
"Africa","Nigeria","Niddle And Srings","ldpe",0,4,0
"Africa","Nigeria","Niddle And Srings","o",4,4,1
"Africa","Nigeria","Niddle And Srings","pet",0,4,0
"Africa","Nigeria","Niddle And Srings","pp",0,4,0
"Africa","Nigeria","Niddle And Srings","ps",0,4,0
"Africa","Nigeria","Niddle And Srings","pvc",0,4,0
"Africa","Nigeria","Sunar Water","hdpe",0,4,0
"Africa","Nigeria","Sunar Water","ldpe",0,4,0
"Africa","Nigeria","Sunar Water","o",0,4,0
"Africa","Nigeria","Sunar Water","pet",4,4,1
"Africa","Nigeria","Sunar Water","pp",0,4,0
"Africa","Nigeria","Sunar Water","ps",0,4,0
"Africa","Nigeria","Sunar Water","pvc",0,4,0
"Africa","Nigeria","Materials","hdpe",0,4,0
"Africa","Nigeria","Materials","ldpe",4,4,1
"Africa","Nigeria","Materials","o",0,4,0
"Africa","Nigeria","Materials","pet",0,4,0
"Africa","Nigeria","Materials","pp",0,4,0
"Africa","Nigeria","Materials","ps",0,4,0
"Africa","Nigeria","Materials","pvc",0,4,0
"Africa","Nigeria","Chivita","hdpe",0,4,0
"Africa","Nigeria","Chivita","ldpe",4,4,1
"Africa","Nigeria","Chivita","o",0,4,0
"Africa","Nigeria","Chivita","pet",0,4,0
"Africa","Nigeria","Chivita","pp",0,4,0
"Africa","Nigeria","Chivita","ps",0,4,0
"Africa","Nigeria","Chivita","pvc",0,4,0
"Africa","Nigeria","Fearless Energy Drink","hdpe",0,4,0
"Africa","Nigeria","Fearless Energy Drink","ldpe",0,4,0
"Africa","Nigeria","Fearless Energy Drink","o",0,4,0
"Africa","Nigeria","Fearless Energy Drink","pet",4,4,1
"Africa","Nigeria","Fearless Energy Drink","pp",0,4,0
"Africa","Nigeria","Fearless Energy Drink","ps",0,4,0
"Africa","Nigeria","Fearless Energy Drink","pvc",0,4,0
"Africa","Nigeria","Five Alive","hdpe",0,4,0
"Africa","Nigeria","Five Alive","ldpe",0,4,0
"Africa","Nigeria","Five Alive","o",0,4,0
"Africa","Nigeria","Five Alive","pet",4,4,1
"Africa","Nigeria","Five Alive","pp",0,4,0
"Africa","Nigeria","Five Alive","ps",0,4,0
"Africa","Nigeria","Five Alive","pvc",0,4,0
"Africa","Nigeria","Red","hdpe",0,4,0
"Africa","Nigeria","Red","ldpe",0,4,0
"Africa","Nigeria","Red","o",4,4,1
"Africa","Nigeria","Red","pet",0,4,0
"Africa","Nigeria","Red","pp",0,4,0
"Africa","Nigeria","Red","ps",0,4,0
"Africa","Nigeria","Red","pvc",0,4,0
"Africa","Nigeria","Reyon Table Water","hdpe",0,4,0
"Africa","Nigeria","Reyon Table Water","ldpe",0,4,0
"Africa","Nigeria","Reyon Table Water","o",0,4,0
"Africa","Nigeria","Reyon Table Water","pet",4,4,1
