"continent","country","parent_company","plastic_type","n_pieces","total_per_country","rel_freq"
"Americas","Argentina","Frontón","pp",0,1,0
"Americas","Argentina","Frontón","ps",0,1,0
"Americas","Argentina","Frontón","pvc",0,1,0
"Americas","Argentina","Nikito","hdpe",0,1,0
"Americas","Argentina","Nikito","ldpe",0,1,0
"Americas","Argentina","Nikito","o",0,1,0
"Americas","Argentina","Nikito","pet",0,1,0
"Americas","Argentina","Nikito","pp",1,1,1
"Americas","Argentina","Nikito","ps",0,1,0
"Americas","Argentina","Nikito","pvc",0,1,0
"Americas","Argentina","Levité","hdpe",0,1,0
"Americas","Argentina","Levité","ldpe",0,1,0
"Americas","Argentina","Levité","o",0,1,0
"Americas","Argentina","Levité","pet",1,1,1
"Americas","Argentina","Levité","pp",0,1,0
"Americas","Argentina","Levité","ps",0,1,0
"Americas","Argentina","Levité","pvc",0,1,0
"Americas","Argentina","Kolynos","hdpe",0,1,0
"Americas","Argentina","Kolynos","ldpe",0,1,0
"Americas","Argentina","Kolynos","o",1,1,1
"Americas","Argentina","Kolynos","pet",0,1,0
"Americas","Argentina","Kolynos","pp",0,1,0
"Americas","Argentina","Kolynos","ps",0,1,0
"Americas","Argentina","Kolynos","pvc",0,1,0
"Americas","Argentina","Life + Quality","hdpe",1,1,1
"Americas","Argentina","Life + Quality","ldpe",0,1,0
"Americas","Argentina","Life + Quality","o",0,1,0
"Americas","Argentina","Life + Quality","pet",0,1,0
"Americas","Argentina","Life + Quality","pp",0,1,0
"Americas","Argentina","Life + Quality","ps",0,1,0
"Americas","Argentina","Life + Quality","pvc",0,1,0
"Americas","Argentina","Cremar","hdpe",1,1,1
"Americas","Argentina","Cremar","ldpe",0,1,0
"Americas","Argentina","Cremar","o",0,1,0
"Americas","Argentina","Cremar","pet",0,1,0
"Americas","Argentina","Cremar","pp",0,1,0
"Americas","Argentina","Cremar","ps",0,1,0
"Americas","Argentina","Cremar","pvc",0,1,0
"Americas","Argentina","Coto Cola","hdpe",0,1,0
"Americas","Argentina","Coto Cola","ldpe",0,1,0
"Americas","Argentina","Coto Cola","o",0,1,0
"Americas","Argentina","Coto Cola","pet",1,1,1
"Americas","Argentina","Coto Cola","pp",0,1,0
"Americas","Argentina","Coto Cola","ps",0,1,0
"Americas","Argentina","Coto Cola","pvc",0,1,0
"Americas","Argentina","Lumilagro","hdpe",0,1,0
"Americas","Argentina","Lumilagro","ldpe",0,1,0
"Americas","Argentina","Lumilagro","o",0,1,0
"Americas","Argentina","Lumilagro","pet",0,1,0
"Americas","Argentina","Lumilagro","pp",1,1,1
"Americas","Argentina","Lumilagro","ps",0,1,0
"Americas","Argentina","Lumilagro","pvc",0,1,0
"Americas","Argentina","Coto","hdpe",1,1,1
"Americas","Argentina","Coto","ldpe",0,1,0
"Americas","Argentina","Coto","o",0,1,0
"Americas","Argentina","Coto","pet",0,1,0
"Americas","Argentina","Coto","pp",0,1,0
"Americas","Argentina","Coto","ps",0,1,0
"Americas","Argentina","Coto","pvc",0,1,0
"Americas","Argentina","Naranpol","hdpe",0,1,0
"Americas","Argentina","Naranpol","ldpe",0,1,0
"Americas","Argentina","Naranpol","o",0,1,0
"Americas","Argentina","Naranpol","pet",1,1,1
"Americas","Argentina","Naranpol","pp",0,1,0
"Americas","Argentina","Naranpol","ps",0,1,0
"Americas","Argentina","Naranpol","pvc",0,1,0
"Americas","Argentina","Lubrax","hdpe",1,1,1
"Americas","Argentina","Lubrax","ldpe",0,1,0
"Americas","Argentina","Lubrax","o",0,1,0
"Americas","Argentina","Lubrax","pet",0,1,0
"Americas","Argentina","Lubrax","pp",0,1,0
"Americas","Argentina","Lubrax","ps",0,1,0
"Americas","Argentina","Lubrax","pvc",0,1,0
"Americas","Argentina","Matarazzo","hdpe",0,1,0
"Americas","Argentina","Matarazzo","ldpe",0,1,0
"Americas","Argentina","Matarazzo","o",0,1,0
"Americas","Argentina","Matarazzo","pet",0,1,0
"Americas","Argentina","Matarazzo","pp",1,1,1
"Americas","Argentina","Matarazzo","ps",0,1,0
"Americas","Argentina","Matarazzo","pvc",0,1,0
"Americas","Argentina","Mobil","hdpe",1,1,1
"Americas","Argentina","Mobil","ldpe",0,1,0
"Americas","Argentina","Mobil","o",0,1,0
"Americas","Argentina","Mobil","pet",0,1,0
"Americas","Argentina","Mobil","pp",0,1,0
"Americas","Argentina","Mobil","ps",0,1,0
"Americas","Argentina","Mobil","pvc",0,1,0
"Americas","Argentina","Magistral","hdpe",0,1,0
"Americas","Argentina","Magistral","ldpe",0,1,0
"Americas","Argentina","Magistral","o",0,1,0
"Americas","Argentina","Magistral","pet",1,1,1
"Americas","Argentina","Magistral","pp",0,1,0
"Americas","Argentina","Magistral","ps",0,1,0
"Americas","Argentina","Magistral","pvc",0,1,0
"Americas","Argentina","Compro","hdpe",0,1,0
"Americas","Argentina","Compro","ldpe",0,1,0
"Americas","Argentina","Compro","o",0,1,0
"Americas","Argentina","Compro","pet",0,1,0
"Americas","Argentina","Compro","pp",1,1,1
"Americas","Argentina","Compro","ps",0,1,0
"Americas","Argentina","Compro","pvc",0,1,0
"Americas","Argentina","Minerva","hdpe",0,1,0
"Americas","Argentina","Minerva","ldpe",0,1,0
"Americas","Argentina","Minerva","o",0,1,0
"Americas","Argentina","Minerva","pet",1,1,1
"Americas","Argentina","Minerva","pp",0,1,0
"Americas","Argentina","Minerva","ps",0,1,0
"Americas","Argentina","Minerva","pvc",0,1,0
"Americas","Argentina","Mc Cain","hdpe",0,1,0
"Americas","Argentina","Mc Cain","ldpe",1,1,1
"Americas","Argentina","Mc Cain","o",0,1,0
"Americas","Argentina","Mc Cain","pet",0,1,0
"Americas","Argentina","Mc Cain","pp",0,1,0
"Americas","Argentina","Mc Cain","ps",0,1,0
"Americas","Argentina","Mc Cain","pvc",0,1,0
"Americas","Argentina","Nian","hdpe",1,1,1
"Americas","Argentina","Nian","ldpe",0,1,0
"Americas","Argentina","Nian","o",0,1,0
"Americas","Argentina","Nian","pet",0,1,0
"Americas","Argentina","Nian","pp",0,1,0
"Americas","Argentina","Nian","ps",0,1,0
"Americas","Argentina","Nian","pvc",0,1,0
"Americas","Argentina","Miglobs","hdpe",0,1,0
"Americas","Argentina","Miglobs","ldpe",0,1,0
"Americas","Argentina","Miglobs","o",0,1,0
"Americas","Argentina","Miglobs","pet",0,1,0
"Americas","Argentina","Miglobs","pp",1,1,1
"Americas","Argentina","Miglobs","ps",0,1,0
"Americas","Argentina","Miglobs","pvc",0,1,0
"Americas","Argentina","Menoyo","hdpe",0,1,0
"Americas","Argentina","Menoyo","ldpe",0,1,0
"Americas","Argentina","Menoyo","o",0,1,0
"Americas","Argentina","Menoyo","pet",1,1,1
"Americas","Argentina","Menoyo","pp",0,1,0
"Americas","Argentina","Menoyo","ps",0,1,0
"Americas","Argentina","Menoyo","pvc",0,1,0
"Americas","Argentina","Meltra","hdpe",0,1,0
"Americas","Argentina","Meltra","ldpe",0,1,0
"Americas","Argentina","Meltra","o",0,1,0
"Americas","Argentina","Meltra","pet",0,1,0
"Americas","Argentina","Meltra","pp",0,1,0
"Americas","Argentina","Meltra","ps",0,1,0
"Americas","Argentina","Meltra","pvc",1,1,1
"Americas","Argentina","Lime","hdpe",0,1,0
"Americas","Argentina","Lime","ldpe",1,1,1
"Americas","Argentina","Lime","o",0,1,0
"Americas","Argentina","Lime","pet",0,1,0
"Americas","Argentina","Lime","pp",0,1,0
"Americas","Argentina","Lime","ps",0,1,0
"Americas","Argentina","Lime","pvc",0,1,0
"Americas","Argentina","Light","hdpe",0,1,0
"Americas","Argentina","Light","ldpe",0,1,0
"Americas","Argentina","Light","o",1,1,1
"Americas","Argentina","Light","pet",0,1,0
"Americas","Argentina","Light","pp",0,1,0
"Americas","Argentina","Light","ps",0,1,0
"Americas","Argentina","Light","pvc",0,1,0
"Americas","Argentina","Macucas","hdpe",0,1,0
"Americas","Argentina","Macucas","ldpe",0,1,0
"Americas","Argentina","Macucas","o",0,1,0
"Americas","Argentina","Macucas","pet",0,1,0
"Americas","Argentina","Macucas","pp",1,1,1
"Americas","Argentina","Macucas","ps",0,1,0
"Americas","Argentina","Macucas","pvc",0,1,0
"Americas","Argentina","fortex","hdpe",0,0,NA
"Americas","Argentina","fortex","ldpe",0,0,NA
"Americas","Argentina","fortex","o",0,0,NA
"Americas","Argentina","fortex","pet",0,0,NA
"Americas","Argentina","fortex","pp",0,0,NA
"Americas","Argentina","fortex","ps",0,0,NA
"Americas","Argentina","fortex","pvc",0,0,NA
"Americas","Argentina","elvive","hdpe",0,0,NA
"Americas","Argentina","elvive","ldpe",0,0,NA
"Americas","Argentina","elvive","o",0,0,NA
"Americas","Argentina","elvive","pet",0,0,NA
"Americas","Argentina","elvive","pp",0,0,NA
"Americas","Argentina","elvive","ps",0,0,NA
"Americas","Argentina","elvive","pvc",0,0,NA
"Americas","Argentina","turimar","hdpe",0,0,NA
"Americas","Argentina","turimar","ldpe",0,0,NA
"Americas","Argentina","turimar","o",0,0,NA
"Americas","Argentina","turimar","pet",0,0,NA
"Americas","Argentina","turimar","pp",0,0,NA
"Americas","Argentina","turimar","ps",0,0,NA
"Americas","Argentina","turimar","pvc",0,0,NA
"Americas","Argentina","tregar","hdpe",0,0,NA
"Americas","Argentina","tregar","ldpe",0,0,NA
"Americas","Argentina","tregar","o",0,0,NA
"Americas","Argentina","tregar","pet",0,0,NA
"Americas","Argentina","tregar","pp",0,0,NA
"Americas","Argentina","tregar","ps",0,0,NA
"Americas","Argentina","tregar","pvc",0,0,NA
"Americas","Argentina","h2o","hdpe",0,0,NA
"Americas","Argentina","h2o","ldpe",0,0,NA
"Americas","Argentina","h2o","o",0,0,NA
"Americas","Argentina","h2o","pet",0,0,NA
"Americas","Argentina","h2o","pp",0,0,NA
"Americas","Argentina","h2o","ps",0,0,NA
"Americas","Argentina","h2o","pvc",0,0,NA
"Americas","Argentina","don remigio","hdpe",0,0,NA
"Americas","Argentina","don remigio","ldpe",0,0,NA
"Americas","Argentina","don remigio","o",0,0,NA
"Americas","Argentina","don remigio","pet",0,0,NA
"Americas","Argentina","don remigio","pp",0,0,NA
"Americas","Argentina","don remigio","ps",0,0,NA
"Americas","Argentina","don remigio","pvc",0,0,NA
"Americas","Argentina","villa del sur","hdpe",0,0,NA
"Americas","Argentina","villa del sur","ldpe",0,0,NA
"Americas","Argentina","villa del sur","o",0,0,NA
"Americas","Argentina","villa del sur","pet",0,0,NA
"Americas","Argentina","villa del sur","pp",0,0,NA
"Americas","Argentina","villa del sur","ps",0,0,NA
"Americas","Argentina","villa del sur","pvc",0,0,NA
"Americas","Argentina","villa vincencio","hdpe",0,0,NA
"Americas","Argentina","villa vincencio","ldpe",0,0,NA
"Americas","Argentina","villa vincencio","o",0,0,NA
"Americas","Argentina","villa vincencio","pet",0,0,NA
"Americas","Argentina","villa vincencio","pp",0,0,NA
"Americas","Argentina","villa vincencio","ps",0,0,NA
"Americas","Argentina","villa vincencio","pvc",0,0,NA
"Americas","Argentina","vino toro","hdpe",0,0,NA
"Americas","Argentina","vino toro","ldpe",0,0,NA
"Americas","Argentina","vino toro","o",0,0,NA
"Americas","Argentina","vino toro","pet",0,0,NA
"Americas","Argentina","vino toro","pp",0,0,NA
"Americas","Argentina","vino toro","ps",0,0,NA
"Americas","Argentina","vino toro","pvc",0,0,NA
"Americas","Argentina","wella","hdpe",0,0,NA
"Americas","Argentina","wella","ldpe",0,0,NA
"Americas","Argentina","wella","o",0,0,NA
"Americas","Argentina","wella","pet",0,0,NA
"Americas","Argentina","wella","pp",0,0,NA
"Americas","Argentina","wella","ps",0,0,NA
"Americas","Argentina","wella","pvc",0,0,NA
"Americas","Argentina","doble cola","hdpe",0,0,NA
"Americas","Argentina","doble cola","ldpe",0,0,NA
"Americas","Argentina","doble cola","o",0,0,NA
"Americas","Argentina","doble cola","pet",0,0,NA
"Americas","Argentina","doble cola","pp",0,0,NA
"Americas","Argentina","doble cola","ps",0,0,NA
"Americas","Argentina","doble cola","pvc",0,0,NA
"Americas","Argentina","dea","hdpe",0,0,NA
"Americas","Argentina","dea","ldpe",0,0,NA
"Americas","Argentina","dea","o",0,0,NA
"Americas","Argentina","dea","pet",0,0,NA
"Americas","Argentina","dea","pp",0,0,NA
"Americas","Argentina","dea","ps",0,0,NA
"Americas","Argentina","dea","pvc",0,0,NA
"Americas","Argentina","danica","hdpe",0,0,NA
"Americas","Argentina","danica","ldpe",0,0,NA
"Americas","Argentina","danica","o",0,0,NA
"Americas","Argentina","danica","pet",0,0,NA
"Americas","Argentina","danica","pp",0,0,NA
"Americas","Argentina","danica","ps",0,0,NA
"Americas","Argentina","danica","pvc",0,0,NA
"Americas","Argentina","cyndor","hdpe",0,0,NA
"Americas","Argentina","cyndor","ldpe",0,0,NA
"Americas","Argentina","cyndor","o",0,0,NA
"Americas","Argentina","cyndor","pet",0,0,NA
"Americas","Argentina","cyndor","pp",0,0,NA
"Americas","Argentina","cyndor","ps",0,0,NA
"Americas","Argentina","cyndor","pvc",0,0,NA
"Americas","Argentina","cotar","hdpe",0,0,NA
"Americas","Argentina","cotar","ldpe",0,0,NA
"Americas","Argentina","cotar","o",0,0,NA
"Americas","Argentina","cotar","pet",0,0,NA
"Americas","Argentina","cotar","pp",0,0,NA
"Americas","Argentina","cotar","ps",0,0,NA
"Americas","Argentina","cotar","pvc",0,0,NA
"Americas","Argentina","gigante","hdpe",0,0,NA
"Americas","Argentina","gigante","ldpe",0,0,NA
"Americas","Argentina","gigante","o",0,0,NA
"Americas","Argentina","gigante","pet",0,0,NA
"Americas","Argentina","gigante","pp",0,0,NA
"Americas","Argentina","gigante","ps",0,0,NA
"Americas","Argentina","gigante","pvc",0,0,NA
"Americas","Argentina","taconni","hdpe",0,0,NA
"Americas","Argentina","taconni","ldpe",0,0,NA
"Americas","Argentina","taconni","o",0,0,NA
"Americas","Argentina","taconni","pet",0,0,NA
"Americas","Argentina","taconni","pp",0,0,NA
"Americas","Argentina","taconni","ps",0,0,NA
"Americas","Argentina","taconni","pvc",0,0,NA
"Americas","Argentina","hellmas","hdpe",0,0,NA
"Americas","Argentina","hellmas","ldpe",0,0,NA
"Americas","Argentina","hellmas","o",0,0,NA
"Americas","Argentina","hellmas","pet",0,0,NA
"Americas","Argentina","hellmas","pp",0,0,NA
"Americas","Argentina","hellmas","ps",0,0,NA
"Americas","Argentina","hellmas","pvc",0,0,NA
"Americas","Argentina","matarazo","hdpe",0,0,NA
"Americas","Argentina","matarazo","ldpe",0,0,NA
"Americas","Argentina","matarazo","o",0,0,NA
"Americas","Argentina","matarazo","pet",0,0,NA
"Americas","Argentina","matarazo","pp",0,0,NA
"Americas","Argentina","matarazo","ps",0,0,NA
"Americas","Argentina","matarazo","pvc",0,0,NA
"Americas","Argentina","oral B","hdpe",0,0,NA
"Americas","Argentina","oral B","ldpe",0,0,NA
"Americas","Argentina","oral B","o",0,0,NA
"Americas","Argentina","oral B","pet",0,0,NA
"Americas","Argentina","oral B","pp",0,0,NA
"Americas","Argentina","oral B","ps",0,0,NA
"Americas","Argentina","oral B","pvc",0,0,NA
"Americas","Argentina","nikito","hdpe",0,0,NA
"Americas","Argentina","nikito","ldpe",0,0,NA
"Americas","Argentina","nikito","o",0,0,NA
"Americas","Argentina","nikito","pet",0,0,NA
"Americas","Argentina","nikito","pp",0,0,NA
"Americas","Argentina","nikito","ps",0,0,NA
"Americas","Argentina","nikito","pvc",0,0,NA
"Americas","Argentina","poet","hdpe",0,0,NA
"Americas","Argentina","poet","ldpe",0,0,NA
"Americas","Argentina","poet","o",0,0,NA
"Americas","Argentina","poet","pet",0,0,NA
"Americas","Argentina","poet","pp",0,0,NA
"Americas","Argentina","poet","ps",0,0,NA
"Americas","Argentina","poet","pvc",0,0,NA
"Americas","Argentina","pritty","hdpe",0,0,NA
"Americas","Argentina","pritty","ldpe",0,0,NA
"Americas","Argentina","pritty","o",0,0,NA
"Americas","Argentina","pritty","pet",0,0,NA
"Americas","Argentina","pritty","pp",0,0,NA
"Americas","Argentina","pritty","ps",0,0,NA
"Americas","Argentina","pritty","pvc",0,0,NA
"Americas","Argentina","muelita","hdpe",0,0,NA
"Americas","Argentina","muelita","ldpe",0,0,NA
"Americas","Argentina","muelita","o",0,0,NA
"Americas","Argentina","muelita","pet",0,0,NA
"Americas","Argentina","muelita","pp",0,0,NA
"Americas","Argentina","muelita","ps",0,0,NA
"Americas","Argentina","muelita","pvc",0,0,NA
"Americas","Argentina","savora","hdpe",0,0,NA
"Americas","Argentina","savora","ldpe",0,0,NA
"Americas","Argentina","savora","o",0,0,NA
"Americas","Argentina","savora","pet",0,0,NA
"Americas","Argentina","savora","pp",0,0,NA
"Americas","Argentina","savora","ps",0,0,NA
"Americas","Argentina","savora","pvc",0,0,NA
"Americas","Argentina","mil hojas","hdpe",0,0,NA
"Americas","Argentina","mil hojas","ldpe",0,0,NA
"Americas","Argentina","mil hojas","o",0,0,NA
"Americas","Argentina","mil hojas","pet",0,0,NA
"Americas","Argentina","mil hojas","pp",0,0,NA
"Americas","Argentina","mil hojas","ps",0,0,NA
"Americas","Argentina","mil hojas","pvc",0,0,NA
"Americas","Argentina","cada dia","hdpe",0,0,NA
"Americas","Argentina","cada dia","ldpe",0,0,NA
"Americas","Argentina","cada dia","o",0,0,NA
"Americas","Argentina","cada dia","pet",0,0,NA
"Americas","Argentina","cada dia","pp",0,0,NA
"Americas","Argentina","cada dia","ps",0,0,NA
"Americas","Argentina","cada dia","pvc",0,0,NA
"Americas","Argentina","melburn","hdpe",0,0,NA
"Americas","Argentina","melburn","ldpe",0,0,NA
"Americas","Argentina","melburn","o",0,0,NA
"Americas","Argentina","melburn","pet",0,0,NA
"Americas","Argentina","melburn","pp",0,0,NA
"Americas","Argentina","melburn","ps",0,0,NA
"Americas","Argentina","melburn","pvc",0,0,NA
"Americas","Argentina","lia","hdpe",0,0,NA
"Americas","Argentina","lia","ldpe",0,0,NA
"Americas","Argentina","lia","o",0,0,NA
"Americas","Argentina","lia","pet",0,0,NA
"Americas","Argentina","lia","pp",0,0,NA
"Americas","Argentina","lia","ps",0,0,NA
"Americas","Argentina","lia","pvc",0,0,NA
"Americas","Argentina","jaimito","hdpe",0,0,NA
"Americas","Argentina","jaimito","ldpe",0,0,NA
"Americas","Argentina","jaimito","o",0,0,NA
"Americas","Argentina","jaimito","pet",0,0,NA
"Americas","Argentina","jaimito","pp",0,0,NA
"Americas","Argentina","jaimito","ps",0,0,NA
"Americas","Argentina","jaimito","pvc",0,0,NA
"Americas","Argentina","legitimo","hdpe",0,0,NA
"Americas","Argentina","legitimo","ldpe",0,0,NA
"Americas","Argentina","legitimo","o",0,0,NA
"Americas","Argentina","legitimo","pet",0,0,NA
"Americas","Argentina","legitimo","pp",0,0,NA
"Americas","Argentina","legitimo","ps",0,0,NA
"Americas","Argentina","legitimo","pvc",0,0,NA
"Americas","Argentina","la fazenda","hdpe",0,0,NA
"Americas","Argentina","la fazenda","ldpe",0,0,NA
"Americas","Argentina","la fazenda","o",0,0,NA
"Americas","Argentina","la fazenda","pet",0,0,NA
"Americas","Argentina","la fazenda","pp",0,0,NA
"Americas","Argentina","la fazenda","ps",0,0,NA
"Americas","Argentina","la fazenda","pvc",0,0,NA
"Americas","Argentina","secco","hdpe",0,0,NA
"Americas","Argentina","secco","ldpe",0,0,NA
"Americas","Argentina","secco","o",0,0,NA
"Americas","Argentina","secco","pet",0,0,NA
"Americas","Argentina","secco","pp",0,0,NA
"Americas","Argentina","secco","ps",0,0,NA
"Americas","Argentina","secco","pvc",0,0,NA
"Americas","Argentina","serenisima","hdpe",0,0,NA
"Americas","Argentina","serenisima","ldpe",0,0,NA
"Americas","Argentina","serenisima","o",0,0,NA
"Americas","Argentina","serenisima","pet",0,0,NA
"Americas","Argentina","serenisima","pp",0,0,NA
"Americas","Argentina","serenisima","ps",0,0,NA
"Americas","Argentina","serenisima","pvc",0,0,NA
"Americas","Argentina","la cumbre","hdpe",0,0,NA
"Americas","Argentina","la cumbre","ldpe",0,0,NA
"Americas","Argentina","la cumbre","o",0,0,NA
"Americas","Argentina","la cumbre","pet",0,0,NA
"Americas","Argentina","la cumbre","pp",0,0,NA
"Americas","Argentina","la cumbre","ps",0,0,NA
"Americas","Argentina","la cumbre","pvc",0,0,NA
"Americas","Argentina","stella artois","hdpe",0,0,NA
"Americas","Argentina","stella artois","ldpe",0,0,NA
"Americas","Argentina","stella artois","o",0,0,NA
"Americas","Argentina","stella artois","pet",0,0,NA
"Americas","Argentina","stella artois","pp",0,0,NA
"Americas","Argentina","stella artois","ps",0,0,NA
"Americas","Argentina","stella artois","pvc",0,0,NA
"Americas","Argentina","paladini","hdpe",0,0,NA
"Americas","Argentina","paladini","ldpe",0,0,NA
"Americas","Argentina","paladini","o",0,0,NA
"Americas","Argentina","paladini","pet",0,0,NA
"Americas","Argentina","paladini","pp",0,0,NA
"Americas","Argentina","paladini","ps",0,0,NA
"Americas","Argentina","paladini","pvc",0,0,NA
"Americas","Argentina","jhonson","hdpe",0,0,NA
"Americas","Argentina","jhonson","ldpe",0,0,NA
"Americas","Argentina","jhonson","o",0,0,NA
"Americas","Argentina","jhonson","pet",0,0,NA
"Americas","Argentina","jhonson","pp",0,0,NA
"Americas","Argentina","jhonson","ps",0,0,NA
"Americas","Argentina","jhonson","pvc",0,0,NA
"Americas","Argentina","terrabusi","hdpe",0,0,NA
"Americas","Argentina","terrabusi","ldpe",0,0,NA
"Americas","Argentina","terrabusi","o",0,0,NA
"Americas","Argentina","terrabusi","pet",0,0,NA
"Americas","Argentina","terrabusi","pp",0,0,NA
"Americas","Argentina","terrabusi","ps",0,0,NA
"Americas","Argentina","terrabusi","pvc",0,0,NA
"Americas","Argentina","cepita","hdpe",0,0,NA
"Americas","Argentina","cepita","ldpe",0,0,NA
"Americas","Argentina","cepita","o",0,0,NA
"Americas","Argentina","cepita","pet",0,0,NA
"Americas","Argentina","cepita","pp",0,0,NA
"Americas","Argentina","cepita","ps",0,0,NA
"Americas","Argentina","cepita","pvc",0,0,NA
"Americas","Argentina","ALKA","hdpe",0,0,NA
"Americas","Argentina","ALKA","ldpe",0,0,NA
"Americas","Argentina","ALKA","o",0,0,NA
"Americas","Argentina","ALKA","pet",0,0,NA
"Americas","Argentina","ALKA","pp",0,0,NA
"Americas","Argentina","ALKA","ps",0,0,NA
"Americas","Argentina","ALKA","pvc",0,0,NA
"Americas","Argentina","brama","hdpe",0,0,NA
"Americas","Argentina","brama","ldpe",0,0,NA
"Americas","Argentina","brama","o",0,0,NA
"Americas","Argentina","brama","pet",0,0,NA
"Americas","Argentina","brama","pp",0,0,NA
"Americas","Argentina","brama","ps",0,0,NA
"Americas","Argentina","brama","pvc",0,0,NA
"Americas","Argentina","LA CUMBRE","hdpe",0,0,NA
"Americas","Argentina","LA CUMBRE","ldpe",0,0,NA
"Americas","Argentina","LA CUMBRE","o",0,0,NA
"Americas","Argentina","LA CUMBRE","pet",0,0,NA
"Americas","Argentina","LA CUMBRE","pp",0,0,NA
"Americas","Argentina","LA CUMBRE","ps",0,0,NA
"Americas","Argentina","LA CUMBRE","pvc",0,0,NA
"Americas","Argentina","La serenisima","hdpe",0,0,NA
"Americas","Argentina","La serenisima","ldpe",0,0,NA
"Americas","Argentina","La serenisima","o",0,0,NA
"Americas","Argentina","La serenisima","pet",0,0,NA
"Americas","Argentina","La serenisima","pp",0,0,NA
"Americas","Argentina","La serenisima","ps",0,0,NA
"Americas","Argentina","La serenisima","pvc",0,0,NA
"Americas","Argentina","Bagley","hdpe",0,0,NA
"Americas","Argentina","Bagley","ldpe",0,0,NA
"Americas","Argentina","Bagley","o",0,0,NA
"Americas","Argentina","Bagley","pet",0,0,NA
"Americas","Argentina","Bagley","pp",0,0,NA
"Americas","Argentina","Bagley","ps",0,0,NA
"Americas","Argentina","Bagley","pvc",0,0,NA
"Americas","Argentina","Lia","hdpe",0,0,NA
"Americas","Argentina","Lia","ldpe",0,0,NA
"Americas","Argentina","Lia","o",0,0,NA
"Americas","Argentina","Lia","pet",0,0,NA
"Americas","Argentina","Lia","pp",0,0,NA
"Americas","Argentina","Lia","ps",0,0,NA
"Americas","Argentina","Lia","pvc",0,0,NA
"Americas","Argentina","SIERRA DE LOS ANDES","hdpe",0,0,NA
"Americas","Argentina","SIERRA DE LOS ANDES","ldpe",0,0,NA
"Americas","Argentina","SIERRA DE LOS ANDES","o",0,0,NA
"Americas","Argentina","SIERRA DE LOS ANDES","pet",0,0,NA
"Americas","Argentina","SIERRA DE LOS ANDES","pp",0,0,NA
"Americas","Argentina","SIERRA DE LOS ANDES","ps",0,0,NA
"Americas","Argentina","SIERRA DE LOS ANDES","pvc",0,0,NA
"Americas","Argentina","SCHNEIDER","hdpe",0,0,NA
"Americas","Argentina","SCHNEIDER","ldpe",0,0,NA
"Americas","Argentina","SCHNEIDER","o",0,0,NA
"Americas","Argentina","SCHNEIDER","pet",0,0,NA
"Americas","Argentina","SCHNEIDER","pp",0,0,NA
"Americas","Argentina","SCHNEIDER","ps",0,0,NA
"Americas","Argentina","SCHNEIDER","pvc",0,0,NA
"Americas","Argentina","Crowie","hdpe",0,0,NA
"Americas","Argentina","Crowie","ldpe",0,0,NA
"Americas","Argentina","Crowie","o",0,0,NA
"Americas","Argentina","Crowie","pet",0,0,NA
"Americas","Argentina","Crowie","pp",0,0,NA
"Americas","Argentina","Crowie","ps",0,0,NA
"Americas","Argentina","Crowie","pvc",0,0,NA
"Americas","Argentina","MALBORO","hdpe",0,0,NA
"Americas","Argentina","MALBORO","ldpe",0,0,NA
"Americas","Argentina","MALBORO","o",0,0,NA
"Americas","Argentina","MALBORO","pet",0,0,NA
"Americas","Argentina","MALBORO","pp",0,0,NA
"Americas","Argentina","MALBORO","ps",0,0,NA
"Americas","Argentina","MALBORO","pvc",0,0,NA
"Americas","Argentina","RENAULT","hdpe",0,0,NA
"Americas","Argentina","RENAULT","ldpe",0,0,NA
"Americas","Argentina","RENAULT","o",0,0,NA
"Americas","Argentina","RENAULT","pet",0,0,NA
"Americas","Argentina","RENAULT","pp",0,0,NA
"Americas","Argentina","RENAULT","ps",0,0,NA
"Americas","Argentina","RENAULT","pvc",0,0,NA
"Americas","Argentina","QUILMES","hdpe",0,0,NA
"Americas","Argentina","QUILMES","ldpe",0,0,NA
"Americas","Argentina","QUILMES","o",0,0,NA
"Americas","Argentina","QUILMES","pet",0,0,NA
"Americas","Argentina","QUILMES","pp",0,0,NA
"Americas","Argentina","QUILMES","ps",0,0,NA
"Americas","Argentina","QUILMES","pvc",0,0,NA
"Americas","Argentina","COLOSO","hdpe",0,0,NA
"Americas","Argentina","COLOSO","ldpe",0,0,NA
"Americas","Argentina","COLOSO","o",0,0,NA
"Americas","Argentina","COLOSO","pet",0,0,NA
"Americas","Argentina","COLOSO","pp",0,0,NA
"Americas","Argentina","COLOSO","ps",0,0,NA
"Americas","Argentina","COLOSO","pvc",0,0,NA
"Americas","Argentina","McDonald's Corporation","hdpe",0,0,NA
"Americas","Argentina","McDonald's Corporation","ldpe",0,0,NA
"Americas","Argentina","McDonald's Corporation","o",0,0,NA
"Americas","Argentina","McDonald's Corporation","pet",0,0,NA
"Americas","Argentina","McDonald's Corporation","pp",0,0,NA
"Americas","Argentina","McDonald's Corporation","ps",0,0,NA
"Americas","Argentina","McDonald's Corporation","pvc",0,0,NA
"Americas","Argentina","Mogul","hdpe",0,0,NA
"Americas","Argentina","Mogul","ldpe",0,0,NA
"Americas","Argentina","Mogul","o",0,0,NA
"Americas","Argentina","Mogul","pet",0,0,NA
"Americas","Argentina","Mogul","pp",0,0,NA
"Americas","Argentina","Mogul","ps",0,0,NA
"Americas","Argentina","Mogul","pvc",0,0,NA
