"continent","country","parent_company","plastic_type","n_pieces"
"Asia","China","Fishball","o",1
"Asia","China","Fishball","pet",0
"Asia","China","Fishball","pp",NA
"Asia","China","Fishball","ps",NA
"Asia","China","Fishball","pvc",NA
"Asia","China","Qiancengshui","hdpe",NA
"Asia","China","Qiancengshui","ldpe",NA
"Asia","China","Qiancengshui","o",1
"Asia","China","Qiancengshui","pet",0
"Asia","China","Qiancengshui","pp",NA
"Asia","China","Qiancengshui","ps",NA
"Asia","China","Qiancengshui","pvc",NA
"Asia","China","Qian Fu","hdpe",NA
"Asia","China","Qian Fu","ldpe",NA
"Asia","China","Qian Fu","o",1
"Asia","China","Qian Fu","pet",0
"Asia","China","Qian Fu","pp",NA
"Asia","China","Qian Fu","ps",NA
"Asia","China","Qian Fu","pvc",NA
"Asia","China","Qiacengdousha","hdpe",NA
"Asia","China","Qiacengdousha","ldpe",NA
"Asia","China","Qiacengdousha","o",1
"Asia","China","Qiacengdousha","pet",0
"Asia","China","Qiacengdousha","pp",NA
"Asia","China","Qiacengdousha","ps",NA
"Asia","China","Qiacengdousha","pvc",NA
"Asia","China","Qi Hui","hdpe",NA
"Asia","China","Qi Hui","ldpe",NA
"Asia","China","Qi Hui","o",1
"Asia","China","Qi Hui","pet",0
"Asia","China","Qi Hui","pp",NA
"Asia","China","Qi Hui","ps",NA
"Asia","China","Qi Hui","pvc",NA
"Asia","China","Qi Fei","hdpe",NA
"Asia","China","Qi Fei","ldpe",NA
"Asia","China","Qi Fei","o",1
"Asia","China","Qi Fei","pet",0
"Asia","China","Qi Fei","pp",NA
"Asia","China","Qi Fei","ps",NA
"Asia","China","Qi Fei","pvc",NA
"Asia","China","Ren Chu You","hdpe",NA
"Asia","China","Ren Chu You","ldpe",NA
"Asia","China","Ren Chu You","o",1
"Asia","China","Ren Chu You","pet",0
"Asia","China","Ren Chu You","pp",NA
"Asia","China","Ren Chu You","ps",NA
"Asia","China","Ren Chu You","pvc",NA
"Asia","China","Ri Quan","hdpe",NA
"Asia","China","Ri Quan","ldpe",NA
"Asia","China","Ri Quan","o",1
"Asia","China","Ri Quan","pet",0
"Asia","China","Ri Quan","pp",NA
"Asia","China","Ri Quan","ps",NA
"Asia","China","Ri Quan","pvc",NA
"Asia","China","Shijiuguai","hdpe",NA
"Asia","China","Shijiuguai","ldpe",NA
"Asia","China","Shijiuguai","o",1
"Asia","China","Shijiuguai","pet",0
"Asia","China","Shijiuguai","pp",NA
"Asia","China","Shijiuguai","ps",NA
"Asia","China","Shijiuguai","pvc",NA
"Asia","China","Sf-Express","hdpe",NA
"Asia","China","Sf-Express","ldpe",NA
"Asia","China","Sf-Express","o",1
"Asia","China","Sf-Express","pet",0
"Asia","China","Sf-Express","pp",NA
"Asia","China","Sf-Express","ps",NA
"Asia","China","Sf-Express","pvc",NA
"Asia","China","Wanglaoji","hdpe",NA
"Asia","China","Wanglaoji","ldpe",NA
"Asia","China","Wanglaoji","o",1
"Asia","China","Wanglaoji","pet",0
"Asia","China","Wanglaoji","pp",NA
"Asia","China","Wanglaoji","ps",NA
"Asia","China","Wanglaoji","pvc",NA
"Asia","China","Shgodly","hdpe",NA
"Asia","China","Shgodly","ldpe",NA
"Asia","China","Shgodly","o",1
"Asia","China","Shgodly","pet",0
"Asia","China","Shgodly","pp",NA
"Asia","China","Shgodly","ps",NA
"Asia","China","Shgodly","pvc",NA
"Asia","China","Bailiwamg","hdpe",NA
"Asia","China","Bailiwamg","ldpe",NA
"Asia","China","Bailiwamg","o",1
"Asia","China","Bailiwamg","pet",0
"Asia","China","Bailiwamg","pp",NA
"Asia","China","Bailiwamg","ps",NA
"Asia","China","Bailiwamg","pvc",NA
"Asia","China","Shengya","hdpe",NA
"Asia","China","Shengya","ldpe",NA
"Asia","China","Shengya","o",1
"Asia","China","Shengya","pet",0
"Asia","China","Shengya","pp",NA
"Asia","China","Shengya","ps",NA
"Asia","China","Shengya","pvc",NA
"Asia","China","Shengte","hdpe",NA
"Asia","China","Shengte","ldpe",NA
"Asia","China","Shengte","o",1
"Asia","China","Shengte","pet",0
"Asia","China","Shengte","pp",NA
"Asia","China","Shengte","ps",NA
"Asia","China","Shengte","pvc",NA
"Asia","China","Sheng Mu","hdpe",NA
"Asia","China","Sheng Mu","ldpe",NA
"Asia","China","Sheng Mu","o",1
"Asia","China","Sheng Mu","pet",0
"Asia","China","Sheng Mu","pp",NA
"Asia","China","Sheng Mu","ps",NA
"Asia","China","Sheng Mu","pvc",NA
"Asia","China","Shen Hui","hdpe",NA
"Asia","China","Shen Hui","ldpe",NA
"Asia","China","Shen Hui","o",1
"Asia","China","Shen Hui","pet",0
"Asia","China","Shen Hui","pp",NA
"Asia","China","Shen Hui","ps",NA
"Asia","China","Shen Hui","pvc",NA
"Asia","China","Shen Dacheng","hdpe",NA
"Asia","China","Shen Dacheng","ldpe",NA
"Asia","China","Shen Dacheng","o",1
"Asia","China","Shen Dacheng","pet",0
"Asia","China","Shen Dacheng","pp",NA
"Asia","China","Shen Dacheng","ps",NA
"Asia","China","Shen Dacheng","pvc",NA
"Asia","China","Extra","hdpe",NA
"Asia","China","Extra","ldpe",NA
"Asia","China","Extra","o",0
"Asia","China","Extra","pet",1
"Asia","China","Extra","pp",NA
"Asia","China","Extra","ps",NA
"Asia","China","Extra","pvc",NA
"Asia","China","Fang Cao","hdpe",NA
"Asia","China","Fang Cao","ldpe",NA
"Asia","China","Fang Cao","o",1
"Asia","China","Fang Cao","pet",0
"Asia","China","Fang Cao","pp",NA
"Asia","China","Fang Cao","ps",NA
"Asia","China","Fang Cao","pvc",NA
"Asia","China","Shan Shi","hdpe",NA
"Asia","China","Shan Shi","ldpe",NA
"Asia","China","Shan Shi","o",0
"Asia","China","Shan Shi","pet",1
"Asia","China","Shan Shi","pp",NA
"Asia","China","Shan Shi","ps",NA
"Asia","China","Shan Shi","pvc",NA
"Asia","China","Baiweicun","hdpe",NA
"Asia","China","Baiweicun","ldpe",NA
"Asia","China","Baiweicun","o",1
"Asia","China","Baiweicun","pet",0
"Asia","China","Baiweicun","pp",NA
"Asia","China","Baiweicun","ps",NA
"Asia","China","Baiweicun","pvc",NA
"Asia","China","Rio","hdpe",NA
"Asia","China","Rio","ldpe",NA
"Asia","China","Rio","o",1
"Asia","China","Rio","pet",0
"Asia","China","Rio","pp",NA
"Asia","China","Rio","ps",NA
"Asia","China","Rio","pvc",NA
"Asia","China","Fanglue Group","hdpe",NA
"Asia","China","Fanglue Group","ldpe",NA
"Asia","China","Fanglue Group","o",1
"Asia","China","Fanglue Group","pet",0
"Asia","China","Fanglue Group","pp",NA
"Asia","China","Fanglue Group","ps",NA
"Asia","China","Fanglue Group","pvc",NA
"Asia","China","Sanquan Food","hdpe",NA
"Asia","China","Sanquan Food","ldpe",NA
"Asia","China","Sanquan Food","o",1
"Asia","China","Sanquan Food","pet",0
"Asia","China","Sanquan Food","pp",NA
"Asia","China","Sanquan Food","ps",NA
"Asia","China","Sanquan Food","pvc",NA
"Asia","China","Cnorona Extra","hdpe",NA
"Asia","China","Cnorona Extra","ldpe",NA
"Asia","China","Cnorona Extra","o",1
"Asia","China","Cnorona Extra","pet",0
"Asia","China","Cnorona Extra","pp",NA
"Asia","China","Cnorona Extra","ps",NA
"Asia","China","Cnorona Extra","pvc",NA
"Asia","China","San Niu","hdpe",NA
"Asia","China","San Niu","ldpe",NA
"Asia","China","San Niu","o",1
"Asia","China","San Niu","pet",0
"Asia","China","San Niu","pp",NA
"Asia","China","San Niu","ps",NA
"Asia","China","San Niu","pvc",NA
"Asia","China","Sam","hdpe",NA
"Asia","China","Sam","ldpe",NA
"Asia","China","Sam","o",0
"Asia","China","Sam","pet",1
"Asia","China","Sam","pp",NA
"Asia","China","Sam","ps",NA
"Asia","China","Sam","pvc",NA
"Asia","China","Sai Yuan","hdpe",NA
"Asia","China","Sai Yuan","ldpe",NA
"Asia","China","Sai Yuan","o",1
"Asia","China","Sai Yuan","pet",0
"Asia","China","Sai Yuan","pp",NA
"Asia","China","Sai Yuan","ps",NA
"Asia","China","Sai Yuan","pvc",NA
"Asia","China","Baiweilin","hdpe",NA
"Asia","China","Baiweilin","ldpe",NA
"Asia","China","Baiweilin","o",1
"Asia","China","Baiweilin","pet",0
"Asia","China","Baiweilin","pp",NA
"Asia","China","Baiweilin","ps",NA
"Asia","China","Baiweilin","pvc",NA
"Asia","China","SEPTWOLVES CIGARETTE","hdpe",NA
"Asia","China","SEPTWOLVES CIGARETTE","ldpe",NA
"Asia","China","SEPTWOLVES CIGARETTE","o",1
"Asia","China","SEPTWOLVES CIGARETTE","pet",0
"Asia","China","SEPTWOLVES CIGARETTE","pp",NA
"Asia","China","SEPTWOLVES CIGARETTE","ps",NA
"Asia","China","SEPTWOLVES CIGARETTE","pvc",NA
"Asia","China","Fazai","hdpe",NA
"Asia","China","Fazai","ldpe",NA
"Asia","China","Fazai","o",1
"Asia","China","Fazai","pet",0
"Asia","China","Fazai","pp",NA
"Asia","China","Fazai","ps",NA
"Asia","China","Fazai","pvc",NA
"Asia","China","Ruiheyuan","hdpe",NA
"Asia","China","Ruiheyuan","ldpe",NA
"Asia","China","Ruiheyuan","o",0
"Asia","China","Ruiheyuan","pet",1
"Asia","China","Ruiheyuan","pp",NA
"Asia","China","Ruiheyuan","ps",NA
"Asia","China","Ruiheyuan","pvc",NA
"Asia","China","Rouliduo","hdpe",NA
"Asia","China","Rouliduo","ldpe",NA
"Asia","China","Rouliduo","o",1
"Asia","China","Rouliduo","pet",0
"Asia","China","Rouliduo","pp",NA
"Asia","China","Rouliduo","ps",NA
"Asia","China","Rouliduo","pvc",NA
"Asia","China","Wanda","hdpe",NA
"Asia","China","Wanda","ldpe",NA
"Asia","China","Wanda","o",1
"Asia","China","Wanda","pet",0
"Asia","China","Wanda","pp",NA
"Asia","China","Wanda","ps",NA
"Asia","China","Wanda","pvc",NA
"Asia","China","Wei Liang","hdpe",NA
"Asia","China","Wei Liang","ldpe",NA
"Asia","China","Wei Liang","o",1
"Asia","China","Wei Liang","pet",0
"Asia","China","Wei Liang","pp",NA
"Asia","China","Wei Liang","ps",NA
"Asia","China","Wei Liang","pvc",NA
"Asia","China","Amoxicillin","hdpe",NA
"Asia","China","Amoxicillin","ldpe",NA
"Asia","China","Amoxicillin","o",1
"Asia","China","Amoxicillin","pet",0
"Asia","China","Amoxicillin","pp",NA
"Asia","China","Amoxicillin","ps",NA
"Asia","China","Amoxicillin","pvc",NA
"Asia","China","Youyo","hdpe",NA
"Asia","China","Youyo","ldpe",NA
"Asia","China","Youyo","o",1
"Asia","China","Youyo","pet",0
"Asia","China","Youyo","pp",NA
"Asia","China","Youyo","ps",NA
"Asia","China","Youyo","pvc",NA
"Asia","China","Youchen-Group","hdpe",NA
"Asia","China","Youchen-Group","ldpe",NA
"Asia","China","Youchen-Group","o",1
"Asia","China","Youchen-Group","pet",0
"Asia","China","Youchen-Group","pp",NA
"Asia","China","Youchen-Group","ps",NA
"Asia","China","Youchen-Group","pvc",NA
"Asia","China","Yong Fu","hdpe",NA
"Asia","China","Yong Fu","ldpe",NA
"Asia","China","Yong Fu","o",1
"Asia","China","Yong Fu","pet",0
"Asia","China","Yong Fu","pp",NA
"Asia","China","Yong Fu","ps",NA
"Asia","China","Yong Fu","pvc",NA
"Asia","China","Yon Ho","hdpe",NA
"Asia","China","Yon Ho","ldpe",NA
"Asia","China","Yon Ho","o",1
"Asia","China","Yon Ho","pet",0
"Asia","China","Yon Ho","pp",NA
"Asia","China","Yon Ho","ps",NA
"Asia","China","Yon Ho","pvc",NA
"Asia","China","Ymzxsp","hdpe",NA
"Asia","China","Ymzxsp","ldpe",NA
"Asia","China","Ymzxsp","o",1
"Asia","China","Ymzxsp","pet",0
"Asia","China","Ymzxsp","pp",NA
"Asia","China","Ymzxsp","ps",NA
"Asia","China","Ymzxsp","pvc",NA
"Asia","China","Yiyu Cake","hdpe",NA
"Asia","China","Yiyu Cake","ldpe",NA
"Asia","China","Yiyu Cake","o",1
"Asia","China","Yiyu Cake","pet",0
"Asia","China","Yiyu Cake","pp",NA
"Asia","China","Yiyu Cake","ps",NA
"Asia","China","Yiyu Cake","pvc",NA
"Asia","China","Yishu Monster","hdpe",NA
"Asia","China","Yishu Monster","ldpe",NA
"Asia","China","Yishu Monster","o",1
"Asia","China","Yishu Monster","pet",0
"Asia","China","Yishu Monster","pp",NA
"Asia","China","Yishu Monster","ps",NA
"Asia","China","Yishu Monster","pvc",NA
"Asia","China","Yishantang","hdpe",NA
"Asia","China","Yishantang","ldpe",NA
"Asia","China","Yishantang","o",0
"Asia","China","Yishantang","pet",1
"Asia","China","Yishantang","pp",NA
"Asia","China","Yishantang","ps",NA
"Asia","China","Yishantang","pvc",NA
"Asia","China","Yinxia","hdpe",NA
"Asia","China","Yinxia","ldpe",NA
"Asia","China","Yinxia","o",1
"Asia","China","Yinxia","pet",0
"Asia","China","Yinxia","pp",NA
"Asia","China","Yinxia","ps",NA
"Asia","China","Yinxia","pvc",NA
"Asia","China","ANCHENG MEIXI","hdpe",NA
"Asia","China","ANCHENG MEIXI","ldpe",NA
"Asia","China","ANCHENG MEIXI","o",1
"Asia","China","ANCHENG MEIXI","pet",0
"Asia","China","ANCHENG MEIXI","pp",NA
"Asia","China","ANCHENG MEIXI","ps",NA
"Asia","China","ANCHENG MEIXI","pvc",NA
"Asia","China","Yingyou","hdpe",NA
"Asia","China","Yingyou","ldpe",NA
"Asia","China","Yingyou","o",1
"Asia","China","Yingyou","pet",0
"Asia","China","Yingyou","pp",NA
"Asia","China","Yingyou","ps",NA
"Asia","China","Yingyou","pvc",NA
"Asia","China","Ying Kang","hdpe",NA
"Asia","China","Ying Kang","ldpe",NA
"Asia","China","Ying Kang","o",1
"Asia","China","Ying Kang","pet",0
"Asia","China","Ying Kang","pp",NA
"Asia","China","Ying Kang","ps",NA
"Asia","China","Ying Kang","pvc",NA
"Asia","China","Dianlaoer","hdpe",NA
"Asia","China","Dianlaoer","ldpe",NA
"Asia","China","Dianlaoer","o",1
"Asia","China","Dianlaoer","pet",0
"Asia","China","Dianlaoer","pp",NA
"Asia","China","Dianlaoer","ps",NA
"Asia","China","Dianlaoer","pvc",NA
"Asia","China","Yin Lu","hdpe",NA
"Asia","China","Yin Lu","ldpe",NA
"Asia","China","Yin Lu","o",1
"Asia","China","Yin Lu","pet",0
"Asia","China","Yin Lu","pp",NA
"Asia","China","Yin Lu","ps",NA
"Asia","China","Yin Lu","pvc",NA
"Asia","China","Diao Yu Tai Cigarette","hdpe",NA
"Asia","China","Diao Yu Tai Cigarette","ldpe",NA
"Asia","China","Diao Yu Tai Cigarette","o",1
"Asia","China","Diao Yu Tai Cigarette","pet",0
"Asia","China","Diao Yu Tai Cigarette","pp",NA
"Asia","China","Diao Yu Tai Cigarette","ps",NA
"Asia","China","Diao Yu Tai Cigarette","pvc",NA
"Asia","China","Yide","hdpe",NA
"Asia","China","Yide","ldpe",NA
"Asia","China","Yide","o",1
"Asia","China","Yide","pet",0
"Asia","China","Yide","pp",NA
"Asia","China","Yide","ps",NA
"Asia","China","Yide","pvc",NA
"Asia","China","Yida","hdpe",NA
"Asia","China","Yida","ldpe",NA
"Asia","China","Yida","o",1
"Asia","China","Yida","pet",0
"Asia","China","Yida","pp",NA
"Asia","China","Yida","ps",NA
"Asia","China","Yida","pvc",NA
"Asia","China","Yi Mu","hdpe",NA
"Asia","China","Yi Mu","ldpe",NA
"Asia","China","Yi Mu","o",1
"Asia","China","Yi Mu","pet",0
"Asia","China","Yi Mu","pp",NA
"Asia","China","Yi Mu","ps",NA
"Asia","China","Yi Mu","pvc",NA
"Asia","China","Yi Diandian","hdpe",NA
"Asia","China","Yi Diandian","ldpe",NA
"Asia","China","Yi Diandian","o",1
"Asia","China","Yi Diandian","pet",0
"Asia","China","Yi Diandian","pp",NA
"Asia","China","Yi Diandian","ps",NA
"Asia","China","Yi Diandian","pvc",NA
"Asia","China","Yao Ji","hdpe",NA
"Asia","China","Yao Ji","ldpe",NA
"Asia","China","Yao Ji","o",1
"Asia","China","Yao Ji","pet",0
"Asia","China","Yao Ji","pp",NA
"Asia","China","Yao Ji","ps",NA
"Asia","China","Yao Ji","pvc",NA
"Asia","China","Yanzhong","hdpe",NA
"Asia","China","Yanzhong","ldpe",NA
"Asia","China","Yanzhong","o",1
"Asia","China","Yanzhong","pet",0
"Asia","China","Yanzhong","pp",NA
"Asia","China","Yanzhong","ps",NA
"Asia","China","Yanzhong","pvc",NA
"Asia","China","Yanjing","hdpe",NA
"Asia","China","Yanjing","ldpe",NA
"Asia","China","Yanjing","o",1
"Asia","China","Yanjing","pet",0
"Asia","China","Yanjing","pp",NA
"Asia","China","Yanjing","ps",NA
"Asia","China","Yanjing","pvc",NA
"Asia","China","Yanglan","hdpe",NA
"Asia","China","Yanglan","ldpe",NA
"Asia","China","Yanglan","o",1
"Asia","China","Yanglan","pet",0
"Asia","China","Yanglan","pp",NA
"Asia","China","Yanglan","ps",NA
"Asia","China","Yanglan","pvc",NA
"Asia","China","Ai Kua","hdpe",NA
"Asia","China","Ai Kua","ldpe",NA
"Asia","China","Ai Kua","o",1
"Asia","China","Ai Kua","pet",0
"Asia","China","Ai Kua","pp",NA
"Asia","China","Ai Kua","ps",NA
"Asia","China","Ai Kua","pvc",NA
"Asia","China","Youmu","hdpe",NA
"Asia","China","Youmu","ldpe",NA
"Asia","China","Youmu","o",1
"Asia","China","Youmu","pet",0
"Asia","China","Youmu","pp",NA
"Asia","China","Youmu","ps",NA
"Asia","China","Youmu","pvc",NA
"Asia","China","Diamond","hdpe",NA
"Asia","China","Diamond","ldpe",NA
"Asia","China","Diamond","o",1
"Asia","China","Diamond","pet",0
"Asia","China","Diamond","pp",NA
"Asia","China","Diamond","ps",NA
"Asia","China","Diamond","pvc",NA
"Asia","China","Yan Tang","hdpe",NA
"Asia","China","Yan Tang","ldpe",NA
"Asia","China","Yan Tang","o",1
"Asia","China","Yan Tang","pet",0
"Asia","China","Yan Tang","pp",NA
"Asia","China","Yan Tang","ps",NA
"Asia","China","Yan Tang","pvc",NA
"Asia","China","Yun Lian","hdpe",NA
"Asia","China","Yun Lian","ldpe",NA
"Asia","China","Yun Lian","o",1
"Asia","China","Yun Lian","pet",0
"Asia","China","Yun Lian","pp",NA
"Asia","China","Yun Lian","ps",NA
"Asia","China","Yun Lian","pvc",NA
"Asia","China","脆司令/Cui Siling","hdpe",NA
"Asia","China","脆司令/Cui Siling","ldpe",NA
"Asia","China","脆司令/Cui Siling","o",1
"Asia","China","脆司令/Cui Siling","pet",0
"Asia","China","脆司令/Cui Siling","pp",NA
"Asia","China","脆司令/Cui Siling","ps",NA
"Asia","China","脆司令/Cui Siling","pvc",NA
"Asia","China","7-Up","hdpe",NA
"Asia","China","7-Up","ldpe",NA
"Asia","China","7-Up","o",1
"Asia","China","7-Up","pet",0
"Asia","China","7-Up","pp",NA
"Asia","China","7-Up","ps",NA
"Asia","China","7-Up","pvc",NA
"Asia","China","Zu Long","hdpe",NA
"Asia","China","Zu Long","ldpe",NA
"Asia","China","Zu Long","o",1
"Asia","China","Zu Long","pet",0
"Asia","China","Zu Long","pp",NA
"Asia","China","Zu Long","ps",NA
"Asia","China","Zu Long","pvc",NA
"Asia","China","Zi Shan","hdpe",NA
"Asia","China","Zi Shan","ldpe",NA
"Asia","China","Zi Shan","o",0
"Asia","China","Zi Shan","pet",1
"Asia","China","Zi Shan","pp",NA
"Asia","China","Zi Shan","ps",NA
"Asia","China","Zi Shan","pvc",NA
"Asia","China","Zhujinghaiwan Restaurant","hdpe",NA
"Asia","China","Zhujinghaiwan Restaurant","ldpe",NA
"Asia","China","Zhujinghaiwan Restaurant","o",1
"Asia","China","Zhujinghaiwan Restaurant","pet",0
"Asia","China","Zhujinghaiwan Restaurant","pp",NA
"Asia","China","Zhujinghaiwan Restaurant","ps",NA
"Asia","China","Zhujinghaiwan Restaurant","pvc",NA
"Asia","China","Zhouxiaojian","hdpe",NA
"Asia","China","Zhouxiaojian","ldpe",NA
"Asia","China","Zhouxiaojian","o",1
"Asia","China","Zhouxiaojian","pet",0
"Asia","China","Zhouxiaojian","pp",NA
"Asia","China","Zhouxiaojian","ps",NA
"Asia","China","Zhouxiaojian","pvc",NA
"Asia","China","Zhouheiya","hdpe",NA
"Asia","China","Zhouheiya","ldpe",NA
"Asia","China","Zhouheiya","o",1
"Asia","China","Zhouheiya","pet",0
"Asia","China","Zhouheiya","pp",NA
"Asia","China","Zhouheiya","ps",NA
"Asia","China","Zhouheiya","pvc",NA
"Asia","China","Zhongwo","hdpe",NA
"Asia","China","Zhongwo","ldpe",NA
"Asia","China","Zhongwo","o",0
"Asia","China","Zhongwo","pet",1
"Asia","China","Zhongwo","pp",NA
"Asia","China","Zhongwo","ps",NA
"Asia","China","Zhongwo","pvc",NA
"Asia","China","Zhongnanhai Cigarette","hdpe",NA
"Asia","China","Zhongnanhai Cigarette","ldpe",NA
"Asia","China","Zhongnanhai Cigarette","o",1
"Asia","China","Zhongnanhai Cigarette","pet",0
"Asia","China","Zhongnanhai Cigarette","pp",NA
"Asia","China","Zhongnanhai Cigarette","ps",NA
"Asia","China","Zhongnanhai Cigarette","pvc",NA
"Asia","China","Zhonghe Food","hdpe",NA
"Asia","China","Zhonghe Food","ldpe",NA
"Asia","China","Zhonghe Food","o",1
"Asia","China","Zhonghe Food","pet",0
"Asia","China","Zhonghe Food","pp",NA
"Asia","China","Zhonghe Food","ps",NA
"Asia","China","Zhonghe Food","pvc",NA
"Asia","China","Zhong Zhou","hdpe",NA
"Asia","China","Zhong Zhou","ldpe",NA
"Asia","China","Zhong Zhou","o",1
"Asia","China","Zhong Zhou","pet",0
"Asia","China","Zhong Zhou","pp",NA
"Asia","China","Zhong Zhou","ps",NA
"Asia","China","Zhong Zhou","pvc",NA
"Asia","China","999 Cr Sanjiu","hdpe",NA
"Asia","China","999 Cr Sanjiu","ldpe",NA
"Asia","China","999 Cr Sanjiu","o",1
"Asia","China","999 Cr Sanjiu","pet",0
"Asia","China","999 Cr Sanjiu","pp",NA
"Asia","China","999 Cr Sanjiu","ps",NA
"Asia","China","999 Cr Sanjiu","pvc",NA
"Asia","China","Zhong Wang","hdpe",NA
"Asia","China","Zhong Wang","ldpe",NA
"Asia","China","Zhong Wang","o",1
"Asia","China","Zhong Wang","pet",0
"Asia","China","Zhong Wang","pp",NA
"Asia","China","Zhong Wang","ps",NA
"Asia","China","Zhong Wang","pvc",NA
"Asia","China","Zhenxiang","hdpe",NA
"Asia","China","Zhenxiang","ldpe",NA
"Asia","China","Zhenxiang","o",1
"Asia","China","Zhenxiang","pet",0
"Asia","China","Zhenxiang","pp",NA
"Asia","China","Zhenxiang","ps",NA
"Asia","China","Zhenxiang","pvc",NA
"Asia","China","Zhen Ai","hdpe",NA
"Asia","China","Zhen Ai","ldpe",NA
"Asia","China","Zhen Ai","o",1
"Asia","China","Zhen Ai","pet",0
"Asia","China","Zhen Ai","pp",NA
"Asia","China","Zhen Ai","ps",NA
"Asia","China","Zhen Ai","pvc",NA
"Asia","China","Zhangwei","hdpe",NA
"Asia","China","Zhangwei","ldpe",NA
"Asia","China","Zhangwei","o",1
"Asia","China","Zhangwei","pet",0
"Asia","China","Zhangwei","pp",NA
"Asia","China","Zhangwei","ps",NA
"Asia","China","Zhangwei","pvc",NA
"Asia","China","Zfrenhe","hdpe",NA
"Asia","China","Zfrenhe","ldpe",NA
"Asia","China","Zfrenhe","o",1
"Asia","China","Zfrenhe","pet",0
"Asia","China","Zfrenhe","pp",NA
"Asia","China","Zfrenhe","ps",NA
"Asia","China","Zfrenhe","pvc",NA
"Asia","China","A Ming","hdpe",NA
"Asia","China","A Ming","ldpe",NA
"Asia","China","A Ming","o",1
"Asia","China","A Ming","pet",0
"Asia","China","A Ming","pp",NA
"Asia","China","A Ming","ps",NA
"Asia","China","A Ming","pvc",NA
"Asia","China","Zai Lai","hdpe",NA
"Asia","China","Zai Lai","ldpe",NA
"Asia","China","Zai Lai","o",1
"Asia","China","Zai Lai","pet",0
"Asia","China","Zai Lai","pp",NA
"Asia","China","Zai Lai","ps",NA
"Asia","China","Zai Lai","pvc",NA
"Asia","China","AMBROSIAL","hdpe",NA
"Asia","China","AMBROSIAL","ldpe",NA
"Asia","China","AMBROSIAL","o",1
"Asia","China","AMBROSIAL","pet",0
"Asia","China","AMBROSIAL","pp",NA
"Asia","China","AMBROSIAL","ps",NA
"Asia","China","AMBROSIAL","pvc",NA
"Asia","China","Deming","hdpe",NA
"Asia","China","Deming","ldpe",NA
"Asia","China","Deming","o",1
"Asia","China","Deming","pet",0
"Asia","China","Deming","pp",NA
"Asia","China","Deming","ps",NA
"Asia","China","Deming","pvc",NA
"Asia","China","Depian","hdpe",NA
"Asia","China","Depian","ldpe",NA
"Asia","China","Depian","o",1
"Asia","China","Depian","pet",0
"Asia","China","Depian","pp",NA
"Asia","China","Depian","ps",NA
"Asia","China","Depian","pvc",NA
"Asia","China","Yun Tai","hdpe",NA
"Asia","China","Yun Tai","ldpe",NA
"Asia","China","Yun Tai","o",1
"Asia","China","Yun Tai","pet",0
"Asia","China","Yun Tai","pp",NA
"Asia","China","Yun Tai","ps",NA
"Asia","China","Yun Tai","pvc",NA
"Asia","China","Yan Tang Shan","hdpe",NA
"Asia","China","Yan Tang Shan","ldpe",NA
"Asia","China","Yan Tang Shan","o",1
"Asia","China","Yan Tang Shan","pet",0
"Asia","China","Yan Tang Shan","pp",NA
"Asia","China","Yan Tang Shan","ps",NA
"Asia","China","Yan Tang Shan","pvc",NA
"Asia","China","Ai Misi","hdpe",NA
"Asia","China","Ai Misi","ldpe",NA
"Asia","China","Ai Misi","o",0
"Asia","China","Ai Misi","pet",1
"Asia","China","Ai Misi","pp",NA
"Asia","China","Ai Misi","ps",NA
"Asia","China","Ai Misi","pvc",NA
"Asia","China","Waru","hdpe",NA
"Asia","China","Waru","ldpe",NA
"Asia","China","Waru","o",0
"Asia","China","Waru","pet",1
"Asia","China","Waru","pp",NA
"Asia","China","Waru","ps",NA
"Asia","China","Waru","pvc",NA
"Asia","China","Ali Shan","hdpe",NA
"Asia","China","Ali Shan","ldpe",NA
"Asia","China","Ali Shan","o",1
"Asia","China","Ali Shan","pet",0
"Asia","China","Ali Shan","pp",NA
"Asia","China","Ali Shan","ps",NA
"Asia","China","Ali Shan","pvc",NA
"Asia","China","Wuqiongshipin","hdpe",NA
"Asia","China","Wuqiongshipin","ldpe",NA
"Asia","China","Wuqiongshipin","o",1
"Asia","China","Wuqiongshipin","pet",0
"Asia","China","Wuqiongshipin","pp",NA
"Asia","China","Wuqiongshipin","ps",NA
"Asia","China","Wuqiongshipin","pvc",NA
"Asia","China","Wuguzaliang","hdpe",NA
"Asia","China","Wuguzaliang","ldpe",NA
"Asia","China","Wuguzaliang","o",1
"Asia","China","Wuguzaliang","pet",0
"Asia","China","Wuguzaliang","pp",NA
"Asia","China","Wuguzaliang","ps",NA
"Asia","China","Wuguzaliang","pvc",NA
"Asia","China","Wu Yishan","hdpe",NA
"Asia","China","Wu Yishan","ldpe",NA
"Asia","China","Wu Yishan","o",0
"Asia","China","Wu Yishan","pet",1
"Asia","China","Wu Yishan","pp",NA
"Asia","China","Wu Yishan","ps",NA
"Asia","China","Wu Yishan","pvc",NA
"Asia","China","Wu Yang","hdpe",NA
"Asia","China","Wu Yang","ldpe",NA
"Asia","China","Wu Yang","o",1
"Asia","China","Wu Yang","pet",0
"Asia","China","Wu Yang","pp",NA
"Asia","China","Wu Yang","ps",NA
"Asia","China","Wu Yang","pvc",NA
"Asia","China","Wrigley'S","hdpe",NA
"Asia","China","Wrigley'S","ldpe",NA
"Asia","China","Wrigley'S","o",1
