"continent","country","parent_company","plastic_type","n_pieces"
"Asia","Philippines","Candy Line Food Manufacturing, Corporation","pet",0
"Asia","Philippines","Candy Line Food Manufacturing, Corporation","pp",0
"Asia","Philippines","Candy Line Food Manufacturing, Corporation","ps",0
"Asia","Philippines","Candy Line Food Manufacturing, Corporation","pvc",0
"Asia","Philippines","Jamaica","hdpe",0
"Asia","Philippines","Jamaica","ldpe",0
"Asia","Philippines","Jamaica","o",5
"Asia","Philippines","Jamaica","pet",0
"Asia","Philippines","Jamaica","pp",0
"Asia","Philippines","Jamaica","ps",0
"Asia","Philippines","Jamaica","pvc",0
"Asia","Philippines","Pri Food Corp.","hdpe",0
"Asia","Philippines","Pri Food Corp.","ldpe",0
"Asia","Philippines","Pri Food Corp.","o",5
"Asia","Philippines","Pri Food Corp.","pet",0
"Asia","Philippines","Pri Food Corp.","pp",0
"Asia","Philippines","Pri Food Corp.","ps",0
"Asia","Philippines","Pri Food Corp.","pvc",0
"Asia","Philippines","Hershey'S Milk Chocolate","hdpe",0
"Asia","Philippines","Hershey'S Milk Chocolate","ldpe",0
"Asia","Philippines","Hershey'S Milk Chocolate","o",5
"Asia","Philippines","Hershey'S Milk Chocolate","pet",0
"Asia","Philippines","Hershey'S Milk Chocolate","pp",0
"Asia","Philippines","Hershey'S Milk Chocolate","ps",0
"Asia","Philippines","Hershey'S Milk Chocolate","pvc",0
"Asia","Philippines","Zestar","hdpe",0
"Asia","Philippines","Zestar","ldpe",0
"Asia","Philippines","Zestar","o",5
"Asia","Philippines","Zestar","pet",0
"Asia","Philippines","Zestar","pp",0
"Asia","Philippines","Zestar","ps",0
"Asia","Philippines","Zestar","pvc",0
"Asia","Philippines","Nutritive","hdpe",0
"Asia","Philippines","Nutritive","ldpe",0
"Asia","Philippines","Nutritive","o",4
"Asia","Philippines","Nutritive","pet",0
"Asia","Philippines","Nutritive","pp",0
"Asia","Philippines","Nutritive","ps",0
"Asia","Philippines","Nutritive","pvc",0
"Asia","Philippines","Associated Anglo American","hdpe",0
"Asia","Philippines","Associated Anglo American","ldpe",0
"Asia","Philippines","Associated Anglo American","o",4
"Asia","Philippines","Associated Anglo American","pet",0
"Asia","Philippines","Associated Anglo American","pp",0
"Asia","Philippines","Associated Anglo American","ps",0
"Asia","Philippines","Associated Anglo American","pvc",0
"Asia","Philippines","Mega Soft Hygienic Products","hdpe",0
"Asia","Philippines","Mega Soft Hygienic Products","ldpe",4
"Asia","Philippines","Mega Soft Hygienic Products","o",0
"Asia","Philippines","Mega Soft Hygienic Products","pet",0
"Asia","Philippines","Mega Soft Hygienic Products","pp",0
"Asia","Philippines","Mega Soft Hygienic Products","ps",0
"Asia","Philippines","Mega Soft Hygienic Products","pvc",0
"Asia","Philippines","Jbc Foods Corp","hdpe",0
"Asia","Philippines","Jbc Foods Corp","ldpe",0
"Asia","Philippines","Jbc Foods Corp","o",4
"Asia","Philippines","Jbc Foods Corp","pet",0
"Asia","Philippines","Jbc Foods Corp","pp",0
"Asia","Philippines","Jbc Foods Corp","ps",0
"Asia","Philippines","Jbc Foods Corp","pvc",0
"Asia","Philippines","Golden Premium","hdpe",0
"Asia","Philippines","Golden Premium","ldpe",0
"Asia","Philippines","Golden Premium","o",4
"Asia","Philippines","Golden Premium","pet",0
"Asia","Philippines","Golden Premium","pp",0
"Asia","Philippines","Golden Premium","ps",0
"Asia","Philippines","Golden Premium","pvc",0
"Asia","Philippines","Rfm Ice Cream Inc.","hdpe",0
"Asia","Philippines","Rfm Ice Cream Inc.","ldpe",4
"Asia","Philippines","Rfm Ice Cream Inc.","o",0
"Asia","Philippines","Rfm Ice Cream Inc.","pet",0
"Asia","Philippines","Rfm Ice Cream Inc.","pp",0
"Asia","Philippines","Rfm Ice Cream Inc.","ps",0
"Asia","Philippines","Rfm Ice Cream Inc.","pvc",0
"Asia","Philippines","Interbev Phil","hdpe",0
"Asia","Philippines","Interbev Phil","ldpe",0
"Asia","Philippines","Interbev Phil","o",0
"Asia","Philippines","Interbev Phil","pet",4
"Asia","Philippines","Interbev Phil","pp",0
"Asia","Philippines","Interbev Phil","ps",0
"Asia","Philippines","Interbev Phil","pvc",0
"Asia","Philippines","Regent","hdpe",0
"Asia","Philippines","Regent","ldpe",0
"Asia","Philippines","Regent","o",4
"Asia","Philippines","Regent","pet",0
"Asia","Philippines","Regent","pp",0
"Asia","Philippines","Regent","ps",0
"Asia","Philippines","Regent","pvc",0
"Asia","Philippines","Nutritive Snack Food Corp","hdpe",0
"Asia","Philippines","Nutritive Snack Food Corp","ldpe",0
"Asia","Philippines","Nutritive Snack Food Corp","o",4
"Asia","Philippines","Nutritive Snack Food Corp","pet",0
"Asia","Philippines","Nutritive Snack Food Corp","pp",0
"Asia","Philippines","Nutritive Snack Food Corp","ps",0
"Asia","Philippines","Nutritive Snack Food Corp","pvc",0
"Asia","Philippines","Park 'N Go","hdpe",0
"Asia","Philippines","Park 'N Go","ldpe",4
"Asia","Philippines","Park 'N Go","o",0
"Asia","Philippines","Park 'N Go","pet",0
"Asia","Philippines","Park 'N Go","pp",0
"Asia","Philippines","Park 'N Go","ps",0
"Asia","Philippines","Park 'N Go","pvc",0
"Asia","Philippines","Musika","hdpe",0
"Asia","Philippines","Musika","ldpe",4
"Asia","Philippines","Musika","o",0
"Asia","Philippines","Musika","pet",0
"Asia","Philippines","Musika","pp",0
"Asia","Philippines","Musika","ps",0
"Asia","Philippines","Musika","pvc",0
"Asia","Philippines","Multirich Food Corporation","hdpe",0
"Asia","Philippines","Multirich Food Corporation","ldpe",4
"Asia","Philippines","Multirich Food Corporation","o",0
"Asia","Philippines","Multirich Food Corporation","pet",0
"Asia","Philippines","Multirich Food Corporation","pp",0
"Asia","Philippines","Multirich Food Corporation","ps",0
"Asia","Philippines","Multirich Food Corporation","pvc",0
"Asia","Philippines","Ice Cream Drop","hdpe",0
"Asia","Philippines","Ice Cream Drop","ldpe",0
"Asia","Philippines","Ice Cream Drop","o",4
"Asia","Philippines","Ice Cream Drop","pet",0
"Asia","Philippines","Ice Cream Drop","pp",0
"Asia","Philippines","Ice Cream Drop","ps",0
"Asia","Philippines","Ice Cream Drop","pvc",0
"Asia","Philippines","Pmftc Inc.","hdpe",0
"Asia","Philippines","Pmftc Inc.","ldpe",0
"Asia","Philippines","Pmftc Inc.","o",4
"Asia","Philippines","Pmftc Inc.","pet",0
"Asia","Philippines","Pmftc Inc.","pp",0
"Asia","Philippines","Pmftc Inc.","ps",0
"Asia","Philippines","Pmftc Inc.","pvc",0
"Asia","Philippines","Rackey Fruit Candy","hdpe",0
"Asia","Philippines","Rackey Fruit Candy","ldpe",0
"Asia","Philippines","Rackey Fruit Candy","o",4
"Asia","Philippines","Rackey Fruit Candy","pet",0
"Asia","Philippines","Rackey Fruit Candy","pp",0
"Asia","Philippines","Rackey Fruit Candy","ps",0
"Asia","Philippines","Rackey Fruit Candy","pvc",0
"Asia","Philippines","Haring Isda","hdpe",0
"Asia","Philippines","Haring Isda","ldpe",0
"Asia","Philippines","Haring Isda","o",4
"Asia","Philippines","Haring Isda","pet",0
"Asia","Philippines","Haring Isda","pp",0
"Asia","Philippines","Haring Isda","ps",0
"Asia","Philippines","Haring Isda","pvc",0
"Asia","Philippines","Candy Man Inc","hdpe",0
"Asia","Philippines","Candy Man Inc","ldpe",4
"Asia","Philippines","Candy Man Inc","o",0
"Asia","Philippines","Candy Man Inc","pet",0
"Asia","Philippines","Candy Man Inc","pp",0
"Asia","Philippines","Candy Man Inc","ps",0
"Asia","Philippines","Candy Man Inc","pvc",0
"Asia","Philippines","Monde M.Y San Corp","hdpe",0
"Asia","Philippines","Monde M.Y San Corp","ldpe",4
"Asia","Philippines","Monde M.Y San Corp","o",0
"Asia","Philippines","Monde M.Y San Corp","pet",0
"Asia","Philippines","Monde M.Y San Corp","pp",0
"Asia","Philippines","Monde M.Y San Corp","ps",0
"Asia","Philippines","Monde M.Y San Corp","pvc",0
"Asia","Philippines","Kishan Agro Tech","hdpe",0
"Asia","Philippines","Kishan Agro Tech","ldpe",0
"Asia","Philippines","Kishan Agro Tech","o",0
"Asia","Philippines","Kishan Agro Tech","pet",4
"Asia","Philippines","Kishan Agro Tech","pp",0
"Asia","Philippines","Kishan Agro Tech","ps",0
"Asia","Philippines","Kishan Agro Tech","pvc",0
"Asia","Philippines","Li Wayway Marketing","hdpe",0
"Asia","Philippines","Li Wayway Marketing","ldpe",0
"Asia","Philippines","Li Wayway Marketing","o",4
"Asia","Philippines","Li Wayway Marketing","pet",0
"Asia","Philippines","Li Wayway Marketing","pp",0
"Asia","Philippines","Li Wayway Marketing","ps",0
"Asia","Philippines","Li Wayway Marketing","pvc",0
"Asia","Philippines","Marvel International Tobacco Group","hdpe",0
"Asia","Philippines","Marvel International Tobacco Group","ldpe",0
"Asia","Philippines","Marvel International Tobacco Group","o",4
"Asia","Philippines","Marvel International Tobacco Group","pet",0
"Asia","Philippines","Marvel International Tobacco Group","pp",0
"Asia","Philippines","Marvel International Tobacco Group","ps",0
"Asia","Philippines","Marvel International Tobacco Group","pvc",0
"Asia","Philippines","Sunflower Crackers","hdpe",0
"Asia","Philippines","Sunflower Crackers","ldpe",0
"Asia","Philippines","Sunflower Crackers","o",4
"Asia","Philippines","Sunflower Crackers","pet",0
"Asia","Philippines","Sunflower Crackers","pp",0
"Asia","Philippines","Sunflower Crackers","ps",0
"Asia","Philippines","Sunflower Crackers","pvc",0
"Asia","Philippines","Zonrox","hdpe",4
"Asia","Philippines","Zonrox","ldpe",0
"Asia","Philippines","Zonrox","o",0
"Asia","Philippines","Zonrox","pet",0
"Asia","Philippines","Zonrox","pp",0
"Asia","Philippines","Zonrox","ps",0
"Asia","Philippines","Zonrox","pvc",0
"Asia","Philippines","Acl & A Foods","hdpe",0
"Asia","Philippines","Acl & A Foods","ldpe",0
"Asia","Philippines","Acl & A Foods","o",0
"Asia","Philippines","Acl & A Foods","pet",4
"Asia","Philippines","Acl & A Foods","pp",0
"Asia","Philippines","Acl & A Foods","ps",0
"Asia","Philippines","Acl & A Foods","pvc",0
"Asia","Philippines","Life Water Industries Sdn Bhd","hdpe",0
"Asia","Philippines","Life Water Industries Sdn Bhd","ldpe",0
"Asia","Philippines","Life Water Industries Sdn Bhd","o",0
"Asia","Philippines","Life Water Industries Sdn Bhd","pet",4
"Asia","Philippines","Life Water Industries Sdn Bhd","pp",0
"Asia","Philippines","Life Water Industries Sdn Bhd","ps",0
"Asia","Philippines","Life Water Industries Sdn Bhd","pvc",0
"Asia","Philippines","WL Foods","hdpe",0
"Asia","Philippines","WL Foods","ldpe",0
"Asia","Philippines","WL Foods","o",0
"Asia","Philippines","WL Foods","pet",0
"Asia","Philippines","WL Foods","pp",4
"Asia","Philippines","WL Foods","ps",0
"Asia","Philippines","WL Foods","pvc",0
"Asia","Philippines","Alberto'S Pizza","hdpe",0
"Asia","Philippines","Alberto'S Pizza","ldpe",0
"Asia","Philippines","Alberto'S Pizza","o",4
"Asia","Philippines","Alberto'S Pizza","pet",0
"Asia","Philippines","Alberto'S Pizza","pp",0
"Asia","Philippines","Alberto'S Pizza","ps",0
"Asia","Philippines","Alberto'S Pizza","pvc",0
"Asia","Philippines","Lipps Candy","hdpe",0
"Asia","Philippines","Lipps Candy","ldpe",0
"Asia","Philippines","Lipps Candy","o",4
"Asia","Philippines","Lipps Candy","pet",0
"Asia","Philippines","Lipps Candy","pp",0
"Asia","Philippines","Lipps Candy","ps",0
"Asia","Philippines","Lipps Candy","pvc",0
"Asia","Philippines","Vcut Potato Chips","hdpe",0
"Asia","Philippines","Vcut Potato Chips","ldpe",0
"Asia","Philippines","Vcut Potato Chips","o",4
"Asia","Philippines","Vcut Potato Chips","pet",0
"Asia","Philippines","Vcut Potato Chips","pp",0
"Asia","Philippines","Vcut Potato Chips","ps",0
"Asia","Philippines","Vcut Potato Chips","pvc",0
"Asia","Philippines","Lth Food Industries Inc","hdpe",0
"Asia","Philippines","Lth Food Industries Inc","ldpe",4
"Asia","Philippines","Lth Food Industries Inc","o",0
"Asia","Philippines","Lth Food Industries Inc","pet",0
"Asia","Philippines","Lth Food Industries Inc","pp",0
"Asia","Philippines","Lth Food Industries Inc","ps",0
"Asia","Philippines","Lth Food Industries Inc","pvc",0
"Asia","Philippines","Eclairs Milk","hdpe",0
"Asia","Philippines","Eclairs Milk","ldpe",0
"Asia","Philippines","Eclairs Milk","o",4
"Asia","Philippines","Eclairs Milk","pet",0
"Asia","Philippines","Eclairs Milk","pp",0
"Asia","Philippines","Eclairs Milk","ps",0
"Asia","Philippines","Eclairs Milk","pvc",0
"Asia","Philippines","Kopiyaki","hdpe",0
"Asia","Philippines","Kopiyaki","ldpe",0
"Asia","Philippines","Kopiyaki","o",4
"Asia","Philippines","Kopiyaki","pet",0
"Asia","Philippines","Kopiyaki","pp",0
"Asia","Philippines","Kopiyaki","ps",0
"Asia","Philippines","Kopiyaki","pvc",0
"Asia","Philippines","Suppliers Tortilla Chips","hdpe",0
"Asia","Philippines","Suppliers Tortilla Chips","ldpe",0
"Asia","Philippines","Suppliers Tortilla Chips","o",0
"Asia","Philippines","Suppliers Tortilla Chips","pet",0
"Asia","Philippines","Suppliers Tortilla Chips","pp",4
"Asia","Philippines","Suppliers Tortilla Chips","ps",0
"Asia","Philippines","Suppliers Tortilla Chips","pvc",0
"Asia","Philippines","Super Delights Brownies","hdpe",0
"Asia","Philippines","Super Delights Brownies","ldpe",0
"Asia","Philippines","Super Delights Brownies","o",4
"Asia","Philippines","Super Delights Brownies","pet",0
"Asia","Philippines","Super Delights Brownies","pp",0
"Asia","Philippines","Super Delights Brownies","ps",0
"Asia","Philippines","Super Delights Brownies","pvc",0
"Asia","Philippines","Torabika Eka","hdpe",0
"Asia","Philippines","Torabika Eka","ldpe",0
"Asia","Philippines","Torabika Eka","o",4
"Asia","Philippines","Torabika Eka","pet",0
"Asia","Philippines","Torabika Eka","pp",0
"Asia","Philippines","Torabika Eka","ps",0
"Asia","Philippines","Torabika Eka","pvc",0
"Asia","Philippines","Snow Mountain","hdpe",0
"Asia","Philippines","Snow Mountain","ldpe",0
"Asia","Philippines","Snow Mountain","o",4
"Asia","Philippines","Snow Mountain","pet",0
"Asia","Philippines","Snow Mountain","pp",0
"Asia","Philippines","Snow Mountain","ps",0
"Asia","Philippines","Snow Mountain","pvc",0
"Asia","Philippines","Sm","hdpe",0
"Asia","Philippines","Sm","ldpe",0
"Asia","Philippines","Sm","o",4
"Asia","Philippines","Sm","pet",0
"Asia","Philippines","Sm","pp",0
"Asia","Philippines","Sm","ps",0
"Asia","Philippines","Sm","pvc",0
"Asia","Philippines","Fries Container","hdpe",0
"Asia","Philippines","Fries Container","ldpe",0
"Asia","Philippines","Fries Container","o",4
"Asia","Philippines","Fries Container","pet",0
"Asia","Philippines","Fries Container","pp",0
"Asia","Philippines","Fries Container","ps",0
"Asia","Philippines","Fries Container","pvc",0
"Asia","Philippines","Snackline","hdpe",0
"Asia","Philippines","Snackline","ldpe",0
"Asia","Philippines","Snackline","o",4
"Asia","Philippines","Snackline","pet",0
"Asia","Philippines","Snackline","pp",0
"Asia","Philippines","Snackline","ps",0
"Asia","Philippines","Snackline","pvc",0
"Asia","Philippines","Atami Sardines","hdpe",0
"Asia","Philippines","Atami Sardines","ldpe",0
"Asia","Philippines","Atami Sardines","o",3
"Asia","Philippines","Atami Sardines","pet",0
"Asia","Philippines","Atami Sardines","pp",0
"Asia","Philippines","Atami Sardines","ps",0
"Asia","Philippines","Atami Sardines","pvc",0
"Asia","Philippines","Del","hdpe",0
"Asia","Philippines","Del","ldpe",2
"Asia","Philippines","Del","o",1
"Asia","Philippines","Del","pet",0
"Asia","Philippines","Del","pp",0
"Asia","Philippines","Del","ps",0
"Asia","Philippines","Del","pvc",0
"Asia","Philippines","Del Monte Phils.","hdpe",0
"Asia","Philippines","Del Monte Phils.","ldpe",1
"Asia","Philippines","Del Monte Phils.","o",0
"Asia","Philippines","Del Monte Phils.","pet",2
"Asia","Philippines","Del Monte Phils.","pp",0
"Asia","Philippines","Del Monte Phils.","ps",0
"Asia","Philippines","Del Monte Phils.","pvc",0
"Asia","Philippines","Clover Bits","hdpe",0
"Asia","Philippines","Clover Bits","ldpe",3
"Asia","Philippines","Clover Bits","o",0
"Asia","Philippines","Clover Bits","pet",0
"Asia","Philippines","Clover Bits","pp",0
"Asia","Philippines","Clover Bits","ps",0
"Asia","Philippines","Clover Bits","pvc",0
"Asia","Philippines","Vivo Caramel Sweets","hdpe",0
"Asia","Philippines","Vivo Caramel Sweets","ldpe",0
"Asia","Philippines","Vivo Caramel Sweets","o",3
"Asia","Philippines","Vivo Caramel Sweets","pet",0
"Asia","Philippines","Vivo Caramel Sweets","pp",0
"Asia","Philippines","Vivo Caramel Sweets","ps",0
"Asia","Philippines","Vivo Caramel Sweets","pvc",0
"Asia","Philippines","Diamond Instant F.T","hdpe",0
"Asia","Philippines","Diamond Instant F.T","ldpe",0
"Asia","Philippines","Diamond Instant F.T","o",3
"Asia","Philippines","Diamond Instant F.T","pet",0
"Asia","Philippines","Diamond Instant F.T","pp",0
"Asia","Philippines","Diamond Instant F.T","ps",0
"Asia","Philippines","Diamond Instant F.T","pvc",0
"Asia","Philippines","Diamond Instant","hdpe",0
"Asia","Philippines","Diamond Instant","ldpe",0
"Asia","Philippines","Diamond Instant","o",3
"Asia","Philippines","Diamond Instant","pet",0
"Asia","Philippines","Diamond Instant","pp",0
"Asia","Philippines","Diamond Instant","ps",0
"Asia","Philippines","Diamond Instant","pvc",0
"Asia","Philippines","Aryzta","hdpe",0
"Asia","Philippines","Aryzta","ldpe",0
"Asia","Philippines","Aryzta","o",3
"Asia","Philippines","Aryzta","pet",0
"Asia","Philippines","Aryzta","pp",0
"Asia","Philippines","Aryzta","ps",0
"Asia","Philippines","Aryzta","pvc",0
"Asia","Philippines","Pgmc","hdpe",0
"Asia","Philippines","Pgmc","ldpe",3
"Asia","Philippines","Pgmc","o",0
"Asia","Philippines","Pgmc","pet",0
"Asia","Philippines","Pgmc","pp",0
"Asia","Philippines","Pgmc","ps",0
"Asia","Philippines","Pgmc","pvc",0
"Asia","Philippines","Snack Food Association","hdpe",0
"Asia","Philippines","Snack Food Association","ldpe",0
"Asia","Philippines","Snack Food Association","o",3
"Asia","Philippines","Snack Food Association","pet",0
"Asia","Philippines","Snack Food Association","pp",0
"Asia","Philippines","Snack Food Association","ps",0
"Asia","Philippines","Snack Food Association","pvc",0
"Asia","Philippines","Columbia Inc","hdpe",0
"Asia","Philippines","Columbia Inc","ldpe",3
"Asia","Philippines","Columbia Inc","o",0
"Asia","Philippines","Columbia Inc","pet",0
"Asia","Philippines","Columbia Inc","pp",0
"Asia","Philippines","Columbia Inc","ps",0
"Asia","Philippines","Columbia Inc","pvc",0
"Asia","Philippines","Urc Vietnam Co. Ltd","hdpe",0
"Asia","Philippines","Urc Vietnam Co. Ltd","ldpe",3
"Asia","Philippines","Urc Vietnam Co. Ltd","o",0
"Asia","Philippines","Urc Vietnam Co. Ltd","pet",0
"Asia","Philippines","Urc Vietnam Co. Ltd","pp",0
"Asia","Philippines","Urc Vietnam Co. Ltd","ps",0
"Asia","Philippines","Urc Vietnam Co. Ltd","pvc",0
"Asia","Philippines","My San","hdpe",0
"Asia","Philippines","My San","ldpe",1
"Asia","Philippines","My San","o",2
"Asia","Philippines","My San","pet",0
"Asia","Philippines","My San","pp",0
"Asia","Philippines","My San","ps",0
"Asia","Philippines","My San","pvc",0
"Asia","Philippines","Oishi","hdpe",0
"Asia","Philippines","Oishi","ldpe",0
"Asia","Philippines","Oishi","o",2
"Asia","Philippines","Oishi","pet",0
"Asia","Philippines","Oishi","pp",1
"Asia","Philippines","Oishi","ps",0
"Asia","Philippines","Oishi","pvc",0
"Asia","Philippines","Orange Drop","hdpe",0
"Asia","Philippines","Orange Drop","ldpe",0
"Asia","Philippines","Orange Drop","o",3
"Asia","Philippines","Orange Drop","pet",0
"Asia","Philippines","Orange Drop","pp",0
"Asia","Philippines","Orange Drop","ps",0
"Asia","Philippines","Orange Drop","pvc",0
"Asia","Philippines","Lucky Me Mami","hdpe",0
"Asia","Philippines","Lucky Me Mami","ldpe",0
"Asia","Philippines","Lucky Me Mami","o",3
"Asia","Philippines","Lucky Me Mami","pet",0
"Asia","Philippines","Lucky Me Mami","pp",0
"Asia","Philippines","Lucky Me Mami","ps",0
"Asia","Philippines","Lucky Me Mami","pvc",0
"Asia","Philippines","Wings Corp","hdpe",0
"Asia","Philippines","Wings Corp","ldpe",0
"Asia","Philippines","Wings Corp","o",0
"Asia","Philippines","Wings Corp","pet",3
"Asia","Philippines","Wings Corp","pp",0
"Asia","Philippines","Wings Corp","ps",0
"Asia","Philippines","Wings Corp","pvc",0
"Asia","Philippines","Nutristar","hdpe",0
"Asia","Philippines","Nutristar","ldpe",3
"Asia","Philippines","Nutristar","o",0
"Asia","Philippines","Nutristar","pet",0
"Asia","Philippines","Nutristar","pp",0
"Asia","Philippines","Nutristar","ps",0
"Asia","Philippines","Nutristar","pvc",0
"Asia","Philippines","Choco Joy","hdpe",0
"Asia","Philippines","Choco Joy","ldpe",0
"Asia","Philippines","Choco Joy","o",3
"Asia","Philippines","Choco Joy","pet",0
"Asia","Philippines","Choco Joy","pp",0
"Asia","Philippines","Choco Joy","ps",0
"Asia","Philippines","Choco Joy","pvc",0
"Asia","Philippines","D' Patata","hdpe",0
"Asia","Philippines","D' Patata","ldpe",0
"Asia","Philippines","D' Patata","o",3
"Asia","Philippines","D' Patata","pet",0
"Asia","Philippines","D' Patata","pp",0
"Asia","Philippines","D' Patata","ps",0
"Asia","Philippines","D' Patata","pvc",0
"Asia","Philippines","Wrigley Company","hdpe",0
"Asia","Philippines","Wrigley Company","ldpe",1
"Asia","Philippines","Wrigley Company","o",2
"Asia","Philippines","Wrigley Company","pet",0
"Asia","Philippines","Wrigley Company","pp",0
"Asia","Philippines","Wrigley Company","ps",0
"Asia","Philippines","Wrigley Company","pvc",0
"Asia","Philippines","JT","hdpe",0
"Asia","Philippines","JT","ldpe",0
"Asia","Philippines","JT","o",3
"Asia","Philippines","JT","pet",0
"Asia","Philippines","JT","pp",0
"Asia","Philippines","JT","ps",0
"Asia","Philippines","JT","pvc",0
"Asia","Philippines","Nutri Asia","hdpe",0
"Asia","Philippines","Nutri Asia","ldpe",0
"Asia","Philippines","Nutri Asia","o",3
"Asia","Philippines","Nutri Asia","pet",0
"Asia","Philippines","Nutri Asia","pp",0
"Asia","Philippines","Nutri Asia","ps",0
"Asia","Philippines","Nutri Asia","pvc",0
"Asia","Philippines","Nissin Monde Corp.","hdpe",0
"Asia","Philippines","Nissin Monde Corp.","ldpe",0
"Asia","Philippines","Nissin Monde Corp.","o",3
"Asia","Philippines","Nissin Monde Corp.","pet",0
"Asia","Philippines","Nissin Monde Corp.","pp",0
"Asia","Philippines","Nissin Monde Corp.","ps",0
"Asia","Philippines","Nissin Monde Corp.","pvc",0
"Asia","Philippines","Jackie RPO Cosmetic Lab Corporation","hdpe",0
"Asia","Philippines","Jackie RPO Cosmetic Lab Corporation","ldpe",0
"Asia","Philippines","Jackie RPO Cosmetic Lab Corporation","o",3
"Asia","Philippines","Jackie RPO Cosmetic Lab Corporation","pet",0
"Asia","Philippines","Jackie RPO Cosmetic Lab Corporation","pp",0
"Asia","Philippines","Jackie RPO Cosmetic Lab Corporation","ps",0
"Asia","Philippines","Jackie RPO Cosmetic Lab Corporation","pvc",0
"Asia","Philippines","Yammy Burger","hdpe",0
"Asia","Philippines","Yammy Burger","ldpe",0
"Asia","Philippines","Yammy Burger","o",3
"Asia","Philippines","Yammy Burger","pet",0
"Asia","Philippines","Yammy Burger","pp",0
"Asia","Philippines","Yammy Burger","ps",0
"Asia","Philippines","Yammy Burger","pvc",0
"Asia","Philippines","Yum! Brands, Inc.","hdpe",0
"Asia","Philippines","Yum! Brands, Inc.","ldpe",0
"Asia","Philippines","Yum! Brands, Inc.","o",1
"Asia","Philippines","Yum! Brands, Inc.","pet",0
"Asia","Philippines","Yum! Brands, Inc.","pp",0
"Asia","Philippines","Yum! Brands, Inc.","ps",2
"Asia","Philippines","Yum! Brands, Inc.","pvc",0
"Asia","Philippines","Zentea","hdpe",0
"Asia","Philippines","Zentea","ldpe",0
"Asia","Philippines","Zentea","o",0
"Asia","Philippines","Zentea","pet",3
"Asia","Philippines","Zentea","pp",0
"Asia","Philippines","Zentea","ps",0
"Asia","Philippines","Zentea","pvc",0
"Asia","Philippines","Angel's Burger","hdpe",0
"Asia","Philippines","Angel's Burger","ldpe",0
"Asia","Philippines","Angel's Burger","o",3
"Asia","Philippines","Angel's Burger","pet",0
"Asia","Philippines","Angel's Burger","pp",0
"Asia","Philippines","Angel's Burger","ps",0
"Asia","Philippines","Angel's Burger","pvc",0
"Asia","Philippines","Sampalok","hdpe",0
"Asia","Philippines","Sampalok","ldpe",3
"Asia","Philippines","Sampalok","o",0
"Asia","Philippines","Sampalok","pet",0
"Asia","Philippines","Sampalok","pp",0
"Asia","Philippines","Sampalok","ps",0
"Asia","Philippines","Sampalok","pvc",0
"Asia","Philippines","Special Sweet Ham","hdpe",0
"Asia","Philippines","Special Sweet Ham","ldpe",0
"Asia","Philippines","Special Sweet Ham","o",3
"Asia","Philippines","Special Sweet Ham","pet",0
"Asia","Philippines","Special Sweet Ham","pp",0
"Asia","Philippines","Special Sweet Ham","ps",0
"Asia","Philippines","Special Sweet Ham","pvc",0
"Asia","Philippines","Knorr","hdpe",0
"Asia","Philippines","Knorr","ldpe",0
"Asia","Philippines","Knorr","o",1
"Asia","Philippines","Knorr","pet",0
"Asia","Philippines","Knorr","pp",2
"Asia","Philippines","Knorr","ps",0
"Asia","Philippines","Knorr","pvc",0
"Asia","Philippines","Femme","hdpe",0
"Asia","Philippines","Femme","ldpe",0
"Asia","Philippines","Femme","o",3
"Asia","Philippines","Femme","pet",0
"Asia","Philippines","Femme","pp",0
"Asia","Philippines","Femme","ps",0
"Asia","Philippines","Femme","pvc",0
"Asia","Philippines","Leslie Corporation","hdpe",0
"Asia","Philippines","Leslie Corporation","ldpe",0
"Asia","Philippines","Leslie Corporation","o",0
"Asia","Philippines","Leslie Corporation","pet",3
"Asia","Philippines","Leslie Corporation","pp",0
"Asia","Philippines","Leslie Corporation","ps",0
"Asia","Philippines","Leslie Corporation","pvc",0
"Asia","Philippines","Cheezy","hdpe",0
"Asia","Philippines","Cheezy","ldpe",0
"Asia","Philippines","Cheezy","o",3
"Asia","Philippines","Cheezy","pet",0
"Asia","Philippines","Cheezy","pp",0
"Asia","Philippines","Cheezy","ps",0
"Asia","Philippines","Cheezy","pvc",0
"Asia","Philippines","Tanduay (Bottle Caps)","hdpe",0
"Asia","Philippines","Tanduay (Bottle Caps)","ldpe",0
"Asia","Philippines","Tanduay (Bottle Caps)","o",0
"Asia","Philippines","Tanduay (Bottle Caps)","pet",0
"Asia","Philippines","Tanduay (Bottle Caps)","pp",3
"Asia","Philippines","Tanduay (Bottle Caps)","ps",0
"Asia","Philippines","Tanduay (Bottle Caps)","pvc",0
"Asia","Philippines","Enerlife Philippines Inc.","hdpe",0
"Asia","Philippines","Enerlife Philippines Inc.","ldpe",0
"Asia","Philippines","Enerlife Philippines Inc.","o",0
"Asia","Philippines","Enerlife Philippines Inc.","pet",3
"Asia","Philippines","Enerlife Philippines Inc.","pp",0
"Asia","Philippines","Enerlife Philippines Inc.","ps",0
"Asia","Philippines","Enerlife Philippines Inc.","pvc",0
"Asia","Philippines","Emperador Distillers Inc.","hdpe",0
"Asia","Philippines","Emperador Distillers Inc.","ldpe",0
"Asia","Philippines","Emperador Distillers Inc.","o",3
"Asia","Philippines","Emperador Distillers Inc.","pet",0
