"year","parent_company","countrycode","name","value"
2019,"Qiacengdousha","CHN","o",1
2019,"Qiacengdousha","CHN","pet",0
2019,"Qiacengdousha","CHN","pp",NA
2019,"Qiacengdousha","CHN","ps",NA
2019,"Qiacengdousha","CHN","pvc",NA
2019,"Qi Hui","CHN","hdpe",NA
2019,"Qi Hui","CHN","ldpe",NA
2019,"Qi Hui","CHN","o",1
2019,"Qi Hui","CHN","pet",0
2019,"Qi Hui","CHN","pp",NA
2019,"Qi Hui","CHN","ps",NA
2019,"Qi Hui","CHN","pvc",NA
2019,"Qi Fei","CHN","hdpe",NA
2019,"Qi Fei","CHN","ldpe",NA
2019,"Qi Fei","CHN","o",1
2019,"Qi Fei","CHN","pet",0
2019,"Qi Fei","CHN","pp",NA
2019,"Qi Fei","CHN","ps",NA
2019,"Qi Fei","CHN","pvc",NA
2019,"Ren Chu You","CHN","hdpe",NA
2019,"Ren Chu You","CHN","ldpe",NA
2019,"Ren Chu You","CHN","o",1
2019,"Ren Chu You","CHN","pet",0
2019,"Ren Chu You","CHN","pp",NA
2019,"Ren Chu You","CHN","ps",NA
2019,"Ren Chu You","CHN","pvc",NA
2019,"Ri Quan","CHN","hdpe",NA
2019,"Ri Quan","CHN","ldpe",NA
2019,"Ri Quan","CHN","o",1
2019,"Ri Quan","CHN","pet",0
2019,"Ri Quan","CHN","pp",NA
2019,"Ri Quan","CHN","ps",NA
2019,"Ri Quan","CHN","pvc",NA
2019,"Shijiuguai","CHN","hdpe",NA
2019,"Shijiuguai","CHN","ldpe",NA
2019,"Shijiuguai","CHN","o",1
2019,"Shijiuguai","CHN","pet",0
2019,"Shijiuguai","CHN","pp",NA
2019,"Shijiuguai","CHN","ps",NA
2019,"Shijiuguai","CHN","pvc",NA
2019,"Sf-Express","CHN","hdpe",NA
2019,"Sf-Express","CHN","ldpe",NA
2019,"Sf-Express","CHN","o",1
2019,"Sf-Express","CHN","pet",0
2019,"Sf-Express","CHN","pp",NA
2019,"Sf-Express","CHN","ps",NA
2019,"Sf-Express","CHN","pvc",NA
2019,"Wanglaoji","CHN","hdpe",NA
2019,"Wanglaoji","CHN","ldpe",NA
2019,"Wanglaoji","CHN","o",1
2019,"Wanglaoji","CHN","pet",0
2019,"Wanglaoji","CHN","pp",NA
2019,"Wanglaoji","CHN","ps",NA
2019,"Wanglaoji","CHN","pvc",NA
2019,"Shgodly","CHN","hdpe",NA
2019,"Shgodly","CHN","ldpe",NA
2019,"Shgodly","CHN","o",1
2019,"Shgodly","CHN","pet",0
2019,"Shgodly","CHN","pp",NA
2019,"Shgodly","CHN","ps",NA
2019,"Shgodly","CHN","pvc",NA
2019,"Bailiwamg","CHN","hdpe",NA
2019,"Bailiwamg","CHN","ldpe",NA
2019,"Bailiwamg","CHN","o",1
2019,"Bailiwamg","CHN","pet",0
2019,"Bailiwamg","CHN","pp",NA
2019,"Bailiwamg","CHN","ps",NA
2019,"Bailiwamg","CHN","pvc",NA
2019,"Shengya","CHN","hdpe",NA
2019,"Shengya","CHN","ldpe",NA
2019,"Shengya","CHN","o",1
2019,"Shengya","CHN","pet",0
2019,"Shengya","CHN","pp",NA
2019,"Shengya","CHN","ps",NA
2019,"Shengya","CHN","pvc",NA
2019,"Shengte","CHN","hdpe",NA
2019,"Shengte","CHN","ldpe",NA
2019,"Shengte","CHN","o",1
2019,"Shengte","CHN","pet",0
2019,"Shengte","CHN","pp",NA
2019,"Shengte","CHN","ps",NA
2019,"Shengte","CHN","pvc",NA
2019,"Sheng Mu","CHN","hdpe",NA
2019,"Sheng Mu","CHN","ldpe",NA
2019,"Sheng Mu","CHN","o",1
2019,"Sheng Mu","CHN","pet",0
2019,"Sheng Mu","CHN","pp",NA
2019,"Sheng Mu","CHN","ps",NA
2019,"Sheng Mu","CHN","pvc",NA
2019,"Shen Hui","CHN","hdpe",NA
2019,"Shen Hui","CHN","ldpe",NA
2019,"Shen Hui","CHN","o",1
2019,"Shen Hui","CHN","pet",0
2019,"Shen Hui","CHN","pp",NA
2019,"Shen Hui","CHN","ps",NA
2019,"Shen Hui","CHN","pvc",NA
2019,"Shen Dacheng","CHN","hdpe",NA
2019,"Shen Dacheng","CHN","ldpe",NA
2019,"Shen Dacheng","CHN","o",1
2019,"Shen Dacheng","CHN","pet",0
2019,"Shen Dacheng","CHN","pp",NA
2019,"Shen Dacheng","CHN","ps",NA
2019,"Shen Dacheng","CHN","pvc",NA
2019,"Extra","CHN","hdpe",NA
2019,"Extra","CHN","ldpe",NA
2019,"Extra","CHN","o",0
2019,"Extra","CHN","pet",1
2019,"Extra","CHN","pp",NA
2019,"Extra","CHN","ps",NA
2019,"Extra","CHN","pvc",NA
2019,"Fang Cao","CHN","hdpe",NA
2019,"Fang Cao","CHN","ldpe",NA
2019,"Fang Cao","CHN","o",1
2019,"Fang Cao","CHN","pet",0
2019,"Fang Cao","CHN","pp",NA
2019,"Fang Cao","CHN","ps",NA
2019,"Fang Cao","CHN","pvc",NA
2019,"Shan Shi","CHN","hdpe",NA
2019,"Shan Shi","CHN","ldpe",NA
2019,"Shan Shi","CHN","o",0
2019,"Shan Shi","CHN","pet",1
2019,"Shan Shi","CHN","pp",NA
2019,"Shan Shi","CHN","ps",NA
2019,"Shan Shi","CHN","pvc",NA
2019,"Baiweicun","CHN","hdpe",NA
2019,"Baiweicun","CHN","ldpe",NA
2019,"Baiweicun","CHN","o",1
2019,"Baiweicun","CHN","pet",0
2019,"Baiweicun","CHN","pp",NA
2019,"Baiweicun","CHN","ps",NA
2019,"Baiweicun","CHN","pvc",NA
2019,"Rio","CHN","hdpe",NA
2019,"Rio","CHN","ldpe",NA
2019,"Rio","CHN","o",1
2019,"Rio","CHN","pet",0
2019,"Rio","CHN","pp",NA
2019,"Rio","CHN","ps",NA
2019,"Rio","CHN","pvc",NA
2019,"Fanglue Group","CHN","hdpe",NA
2019,"Fanglue Group","CHN","ldpe",NA
2019,"Fanglue Group","CHN","o",1
2019,"Fanglue Group","CHN","pet",0
2019,"Fanglue Group","CHN","pp",NA
2019,"Fanglue Group","CHN","ps",NA
2019,"Fanglue Group","CHN","pvc",NA
2019,"Sanquan Food","CHN","hdpe",NA
2019,"Sanquan Food","CHN","ldpe",NA
2019,"Sanquan Food","CHN","o",1
2019,"Sanquan Food","CHN","pet",0
2019,"Sanquan Food","CHN","pp",NA
2019,"Sanquan Food","CHN","ps",NA
2019,"Sanquan Food","CHN","pvc",NA
2019,"Cnorona Extra","CHN","hdpe",NA
2019,"Cnorona Extra","CHN","ldpe",NA
2019,"Cnorona Extra","CHN","o",1
2019,"Cnorona Extra","CHN","pet",0
2019,"Cnorona Extra","CHN","pp",NA
2019,"Cnorona Extra","CHN","ps",NA
2019,"Cnorona Extra","CHN","pvc",NA
2019,"San Niu","CHN","hdpe",NA
2019,"San Niu","CHN","ldpe",NA
2019,"San Niu","CHN","o",1
2019,"San Niu","CHN","pet",0
2019,"San Niu","CHN","pp",NA
2019,"San Niu","CHN","ps",NA
2019,"San Niu","CHN","pvc",NA
2019,"Sam","CHN","hdpe",NA
2019,"Sam","CHN","ldpe",NA
2019,"Sam","CHN","o",0
2019,"Sam","CHN","pet",1
2019,"Sam","CHN","pp",NA
2019,"Sam","CHN","ps",NA
2019,"Sam","CHN","pvc",NA
2019,"Sai Yuan","CHN","hdpe",NA
2019,"Sai Yuan","CHN","ldpe",NA
2019,"Sai Yuan","CHN","o",1
2019,"Sai Yuan","CHN","pet",0
2019,"Sai Yuan","CHN","pp",NA
2019,"Sai Yuan","CHN","ps",NA
2019,"Sai Yuan","CHN","pvc",NA
2019,"Baiweilin","CHN","hdpe",NA
2019,"Baiweilin","CHN","ldpe",NA
2019,"Baiweilin","CHN","o",1
2019,"Baiweilin","CHN","pet",0
2019,"Baiweilin","CHN","pp",NA
2019,"Baiweilin","CHN","ps",NA
2019,"Baiweilin","CHN","pvc",NA
2019,"SEPTWOLVES CIGARETTE","CHN","hdpe",NA
2019,"SEPTWOLVES CIGARETTE","CHN","ldpe",NA
2019,"SEPTWOLVES CIGARETTE","CHN","o",1
2019,"SEPTWOLVES CIGARETTE","CHN","pet",0
2019,"SEPTWOLVES CIGARETTE","CHN","pp",NA
2019,"SEPTWOLVES CIGARETTE","CHN","ps",NA
2019,"SEPTWOLVES CIGARETTE","CHN","pvc",NA
2019,"Fazai","CHN","hdpe",NA
2019,"Fazai","CHN","ldpe",NA
2019,"Fazai","CHN","o",1
2019,"Fazai","CHN","pet",0
2019,"Fazai","CHN","pp",NA
2019,"Fazai","CHN","ps",NA
2019,"Fazai","CHN","pvc",NA
2019,"Ruiheyuan","CHN","hdpe",NA
2019,"Ruiheyuan","CHN","ldpe",NA
2019,"Ruiheyuan","CHN","o",0
2019,"Ruiheyuan","CHN","pet",1
2019,"Ruiheyuan","CHN","pp",NA
2019,"Ruiheyuan","CHN","ps",NA
2019,"Ruiheyuan","CHN","pvc",NA
2019,"Rouliduo","CHN","hdpe",NA
2019,"Rouliduo","CHN","ldpe",NA
2019,"Rouliduo","CHN","o",1
2019,"Rouliduo","CHN","pet",0
2019,"Rouliduo","CHN","pp",NA
2019,"Rouliduo","CHN","ps",NA
2019,"Rouliduo","CHN","pvc",NA
2019,"Wanda","CHN","hdpe",NA
2019,"Wanda","CHN","ldpe",NA
2019,"Wanda","CHN","o",1
2019,"Wanda","CHN","pet",0
2019,"Wanda","CHN","pp",NA
2019,"Wanda","CHN","ps",NA
2019,"Wanda","CHN","pvc",NA
2019,"Wei Liang","CHN","hdpe",NA
2019,"Wei Liang","CHN","ldpe",NA
2019,"Wei Liang","CHN","o",1
2019,"Wei Liang","CHN","pet",0
2019,"Wei Liang","CHN","pp",NA
2019,"Wei Liang","CHN","ps",NA
2019,"Wei Liang","CHN","pvc",NA
2019,"Amoxicillin","CHN","hdpe",NA
2019,"Amoxicillin","CHN","ldpe",NA
2019,"Amoxicillin","CHN","o",1
2019,"Amoxicillin","CHN","pet",0
2019,"Amoxicillin","CHN","pp",NA
2019,"Amoxicillin","CHN","ps",NA
2019,"Amoxicillin","CHN","pvc",NA
2019,"Youyo","CHN","hdpe",NA
2019,"Youyo","CHN","ldpe",NA
2019,"Youyo","CHN","o",1
2019,"Youyo","CHN","pet",0
2019,"Youyo","CHN","pp",NA
2019,"Youyo","CHN","ps",NA
2019,"Youyo","CHN","pvc",NA
2019,"Youchen-Group","CHN","hdpe",NA
2019,"Youchen-Group","CHN","ldpe",NA
2019,"Youchen-Group","CHN","o",1
2019,"Youchen-Group","CHN","pet",0
2019,"Youchen-Group","CHN","pp",NA
2019,"Youchen-Group","CHN","ps",NA
2019,"Youchen-Group","CHN","pvc",NA
2019,"Yong Fu","CHN","hdpe",NA
2019,"Yong Fu","CHN","ldpe",NA
2019,"Yong Fu","CHN","o",1
2019,"Yong Fu","CHN","pet",0
2019,"Yong Fu","CHN","pp",NA
2019,"Yong Fu","CHN","ps",NA
2019,"Yong Fu","CHN","pvc",NA
2019,"Yon Ho","CHN","hdpe",NA
2019,"Yon Ho","CHN","ldpe",NA
2019,"Yon Ho","CHN","o",1
2019,"Yon Ho","CHN","pet",0
2019,"Yon Ho","CHN","pp",NA
2019,"Yon Ho","CHN","ps",NA
2019,"Yon Ho","CHN","pvc",NA
2019,"Ymzxsp","CHN","hdpe",NA
2019,"Ymzxsp","CHN","ldpe",NA
2019,"Ymzxsp","CHN","o",1
2019,"Ymzxsp","CHN","pet",0
2019,"Ymzxsp","CHN","pp",NA
2019,"Ymzxsp","CHN","ps",NA
2019,"Ymzxsp","CHN","pvc",NA
2019,"Yiyu Cake","CHN","hdpe",NA
2019,"Yiyu Cake","CHN","ldpe",NA
2019,"Yiyu Cake","CHN","o",1
2019,"Yiyu Cake","CHN","pet",0
2019,"Yiyu Cake","CHN","pp",NA
2019,"Yiyu Cake","CHN","ps",NA
2019,"Yiyu Cake","CHN","pvc",NA
2019,"Yishu Monster","CHN","hdpe",NA
2019,"Yishu Monster","CHN","ldpe",NA
2019,"Yishu Monster","CHN","o",1
2019,"Yishu Monster","CHN","pet",0
2019,"Yishu Monster","CHN","pp",NA
2019,"Yishu Monster","CHN","ps",NA
2019,"Yishu Monster","CHN","pvc",NA
2019,"Yishantang","CHN","hdpe",NA
2019,"Yishantang","CHN","ldpe",NA
2019,"Yishantang","CHN","o",0
2019,"Yishantang","CHN","pet",1
2019,"Yishantang","CHN","pp",NA
2019,"Yishantang","CHN","ps",NA
2019,"Yishantang","CHN","pvc",NA
2019,"Yinxia","CHN","hdpe",NA
2019,"Yinxia","CHN","ldpe",NA
2019,"Yinxia","CHN","o",1
2019,"Yinxia","CHN","pet",0
2019,"Yinxia","CHN","pp",NA
2019,"Yinxia","CHN","ps",NA
2019,"Yinxia","CHN","pvc",NA
2019,"ANCHENG MEIXI","CHN","hdpe",NA
2019,"ANCHENG MEIXI","CHN","ldpe",NA
2019,"ANCHENG MEIXI","CHN","o",1
2019,"ANCHENG MEIXI","CHN","pet",0
2019,"ANCHENG MEIXI","CHN","pp",NA
2019,"ANCHENG MEIXI","CHN","ps",NA
2019,"ANCHENG MEIXI","CHN","pvc",NA
2019,"Yingyou","CHN","hdpe",NA
2019,"Yingyou","CHN","ldpe",NA
2019,"Yingyou","CHN","o",1
2019,"Yingyou","CHN","pet",0
2019,"Yingyou","CHN","pp",NA
2019,"Yingyou","CHN","ps",NA
2019,"Yingyou","CHN","pvc",NA
2019,"Ying Kang","CHN","hdpe",NA
2019,"Ying Kang","CHN","ldpe",NA
2019,"Ying Kang","CHN","o",1
2019,"Ying Kang","CHN","pet",0
2019,"Ying Kang","CHN","pp",NA
2019,"Ying Kang","CHN","ps",NA
2019,"Ying Kang","CHN","pvc",NA
2019,"Dianlaoer","CHN","hdpe",NA
2019,"Dianlaoer","CHN","ldpe",NA
2019,"Dianlaoer","CHN","o",1
2019,"Dianlaoer","CHN","pet",0
2019,"Dianlaoer","CHN","pp",NA
2019,"Dianlaoer","CHN","ps",NA
2019,"Dianlaoer","CHN","pvc",NA
2019,"Yin Lu","CHN","hdpe",NA
2019,"Yin Lu","CHN","ldpe",NA
2019,"Yin Lu","CHN","o",1
2019,"Yin Lu","CHN","pet",0
2019,"Yin Lu","CHN","pp",NA
2019,"Yin Lu","CHN","ps",NA
2019,"Yin Lu","CHN","pvc",NA
2019,"Diao Yu Tai Cigarette","CHN","hdpe",NA
2019,"Diao Yu Tai Cigarette","CHN","ldpe",NA
2019,"Diao Yu Tai Cigarette","CHN","o",1
2019,"Diao Yu Tai Cigarette","CHN","pet",0
2019,"Diao Yu Tai Cigarette","CHN","pp",NA
2019,"Diao Yu Tai Cigarette","CHN","ps",NA
2019,"Diao Yu Tai Cigarette","CHN","pvc",NA
2019,"Yide","CHN","hdpe",NA
2019,"Yide","CHN","ldpe",NA
2019,"Yide","CHN","o",1
2019,"Yide","CHN","pet",0
2019,"Yide","CHN","pp",NA
2019,"Yide","CHN","ps",NA
2019,"Yide","CHN","pvc",NA
2019,"Yida","CHN","hdpe",NA
2019,"Yida","CHN","ldpe",NA
2019,"Yida","CHN","o",1
2019,"Yida","CHN","pet",0
2019,"Yida","CHN","pp",NA
2019,"Yida","CHN","ps",NA
2019,"Yida","CHN","pvc",NA
2019,"Yi Mu","CHN","hdpe",NA
2019,"Yi Mu","CHN","ldpe",NA
2019,"Yi Mu","CHN","o",1
2019,"Yi Mu","CHN","pet",0
2019,"Yi Mu","CHN","pp",NA
2019,"Yi Mu","CHN","ps",NA
2019,"Yi Mu","CHN","pvc",NA
2019,"Yi Diandian","CHN","hdpe",NA
2019,"Yi Diandian","CHN","ldpe",NA
2019,"Yi Diandian","CHN","o",1
2019,"Yi Diandian","CHN","pet",0
2019,"Yi Diandian","CHN","pp",NA
2019,"Yi Diandian","CHN","ps",NA
2019,"Yi Diandian","CHN","pvc",NA
2019,"Yao Ji","CHN","hdpe",NA
2019,"Yao Ji","CHN","ldpe",NA
2019,"Yao Ji","CHN","o",1
2019,"Yao Ji","CHN","pet",0
2019,"Yao Ji","CHN","pp",NA
2019,"Yao Ji","CHN","ps",NA
2019,"Yao Ji","CHN","pvc",NA
2019,"Yanzhong","CHN","hdpe",NA
2019,"Yanzhong","CHN","ldpe",NA
2019,"Yanzhong","CHN","o",1
2019,"Yanzhong","CHN","pet",0
2019,"Yanzhong","CHN","pp",NA
2019,"Yanzhong","CHN","ps",NA
2019,"Yanzhong","CHN","pvc",NA
2019,"Yanjing","CHN","hdpe",NA
2019,"Yanjing","CHN","ldpe",NA
2019,"Yanjing","CHN","o",1
2019,"Yanjing","CHN","pet",0
2019,"Yanjing","CHN","pp",NA
2019,"Yanjing","CHN","ps",NA
2019,"Yanjing","CHN","pvc",NA
2019,"Yanglan","CHN","hdpe",NA
2019,"Yanglan","CHN","ldpe",NA
2019,"Yanglan","CHN","o",1
2019,"Yanglan","CHN","pet",0
2019,"Yanglan","CHN","pp",NA
2019,"Yanglan","CHN","ps",NA
2019,"Yanglan","CHN","pvc",NA
2019,"Ai Kua","CHN","hdpe",NA
2019,"Ai Kua","CHN","ldpe",NA
2019,"Ai Kua","CHN","o",1
2019,"Ai Kua","CHN","pet",0
2019,"Ai Kua","CHN","pp",NA
2019,"Ai Kua","CHN","ps",NA
2019,"Ai Kua","CHN","pvc",NA
2019,"Youmu","CHN","hdpe",NA
2019,"Youmu","CHN","ldpe",NA
2019,"Youmu","CHN","o",1
2019,"Youmu","CHN","pet",0
2019,"Youmu","CHN","pp",NA
2019,"Youmu","CHN","ps",NA
2019,"Youmu","CHN","pvc",NA
2019,"Diamond","CHN","hdpe",NA
2019,"Diamond","CHN","ldpe",NA
2019,"Diamond","CHN","o",1
2019,"Diamond","CHN","pet",0
2019,"Diamond","CHN","pp",NA
2019,"Diamond","CHN","ps",NA
2019,"Diamond","CHN","pvc",NA
2019,"Yan Tang","CHN","hdpe",NA
2019,"Yan Tang","CHN","ldpe",NA
2019,"Yan Tang","CHN","o",1
2019,"Yan Tang","CHN","pet",0
2019,"Yan Tang","CHN","pp",NA
2019,"Yan Tang","CHN","ps",NA
2019,"Yan Tang","CHN","pvc",NA
2019,"Yun Lian","CHN","hdpe",NA
2019,"Yun Lian","CHN","ldpe",NA
2019,"Yun Lian","CHN","o",1
2019,"Yun Lian","CHN","pet",0
2019,"Yun Lian","CHN","pp",NA
2019,"Yun Lian","CHN","ps",NA
2019,"Yun Lian","CHN","pvc",NA
2019,"脆司令/Cui Siling","CHN","hdpe",NA
2019,"脆司令/Cui Siling","CHN","ldpe",NA
2019,"脆司令/Cui Siling","CHN","o",1
2019,"脆司令/Cui Siling","CHN","pet",0
2019,"脆司令/Cui Siling","CHN","pp",NA
2019,"脆司令/Cui Siling","CHN","ps",NA
2019,"脆司令/Cui Siling","CHN","pvc",NA
2019,"7-Up","CHN","hdpe",NA
2019,"7-Up","CHN","ldpe",NA
2019,"7-Up","CHN","o",1
2019,"7-Up","CHN","pet",0
2019,"7-Up","CHN","pp",NA
2019,"7-Up","CHN","ps",NA
2019,"7-Up","CHN","pvc",NA
2019,"Zu Long","CHN","hdpe",NA
2019,"Zu Long","CHN","ldpe",NA
2019,"Zu Long","CHN","o",1
2019,"Zu Long","CHN","pet",0
2019,"Zu Long","CHN","pp",NA
2019,"Zu Long","CHN","ps",NA
2019,"Zu Long","CHN","pvc",NA
2019,"Zi Shan","CHN","hdpe",NA
2019,"Zi Shan","CHN","ldpe",NA
2019,"Zi Shan","CHN","o",0
2019,"Zi Shan","CHN","pet",1
2019,"Zi Shan","CHN","pp",NA
2019,"Zi Shan","CHN","ps",NA
2019,"Zi Shan","CHN","pvc",NA
2019,"Zhujinghaiwan Restaurant","CHN","hdpe",NA
2019,"Zhujinghaiwan Restaurant","CHN","ldpe",NA
2019,"Zhujinghaiwan Restaurant","CHN","o",1
2019,"Zhujinghaiwan Restaurant","CHN","pet",0
2019,"Zhujinghaiwan Restaurant","CHN","pp",NA
2019,"Zhujinghaiwan Restaurant","CHN","ps",NA
2019,"Zhujinghaiwan Restaurant","CHN","pvc",NA
2019,"Zhouxiaojian","CHN","hdpe",NA
2019,"Zhouxiaojian","CHN","ldpe",NA
2019,"Zhouxiaojian","CHN","o",1
2019,"Zhouxiaojian","CHN","pet",0
2019,"Zhouxiaojian","CHN","pp",NA
2019,"Zhouxiaojian","CHN","ps",NA
2019,"Zhouxiaojian","CHN","pvc",NA
2019,"Zhouheiya","CHN","hdpe",NA
2019,"Zhouheiya","CHN","ldpe",NA
2019,"Zhouheiya","CHN","o",1
2019,"Zhouheiya","CHN","pet",0
2019,"Zhouheiya","CHN","pp",NA
2019,"Zhouheiya","CHN","ps",NA
2019,"Zhouheiya","CHN","pvc",NA
2019,"Zhongwo","CHN","hdpe",NA
2019,"Zhongwo","CHN","ldpe",NA
2019,"Zhongwo","CHN","o",0
2019,"Zhongwo","CHN","pet",1
2019,"Zhongwo","CHN","pp",NA
2019,"Zhongwo","CHN","ps",NA
2019,"Zhongwo","CHN","pvc",NA
2019,"Zhongnanhai Cigarette","CHN","hdpe",NA
2019,"Zhongnanhai Cigarette","CHN","ldpe",NA
2019,"Zhongnanhai Cigarette","CHN","o",1
2019,"Zhongnanhai Cigarette","CHN","pet",0
2019,"Zhongnanhai Cigarette","CHN","pp",NA
2019,"Zhongnanhai Cigarette","CHN","ps",NA
2019,"Zhongnanhai Cigarette","CHN","pvc",NA
2019,"Zhonghe Food","CHN","hdpe",NA
2019,"Zhonghe Food","CHN","ldpe",NA
2019,"Zhonghe Food","CHN","o",1
2019,"Zhonghe Food","CHN","pet",0
2019,"Zhonghe Food","CHN","pp",NA
2019,"Zhonghe Food","CHN","ps",NA
2019,"Zhonghe Food","CHN","pvc",NA
2019,"Zhong Zhou","CHN","hdpe",NA
2019,"Zhong Zhou","CHN","ldpe",NA
2019,"Zhong Zhou","CHN","o",1
2019,"Zhong Zhou","CHN","pet",0
2019,"Zhong Zhou","CHN","pp",NA
2019,"Zhong Zhou","CHN","ps",NA
2019,"Zhong Zhou","CHN","pvc",NA
2019,"999 Cr Sanjiu","CHN","hdpe",NA
2019,"999 Cr Sanjiu","CHN","ldpe",NA
2019,"999 Cr Sanjiu","CHN","o",1
2019,"999 Cr Sanjiu","CHN","pet",0
2019,"999 Cr Sanjiu","CHN","pp",NA
2019,"999 Cr Sanjiu","CHN","ps",NA
2019,"999 Cr Sanjiu","CHN","pvc",NA
2019,"Zhong Wang","CHN","hdpe",NA
2019,"Zhong Wang","CHN","ldpe",NA
2019,"Zhong Wang","CHN","o",1
2019,"Zhong Wang","CHN","pet",0
2019,"Zhong Wang","CHN","pp",NA
2019,"Zhong Wang","CHN","ps",NA
2019,"Zhong Wang","CHN","pvc",NA
2019,"Zhenxiang","CHN","hdpe",NA
2019,"Zhenxiang","CHN","ldpe",NA
2019,"Zhenxiang","CHN","o",1
2019,"Zhenxiang","CHN","pet",0
2019,"Zhenxiang","CHN","pp",NA
2019,"Zhenxiang","CHN","ps",NA
2019,"Zhenxiang","CHN","pvc",NA
2019,"Zhen Ai","CHN","hdpe",NA
2019,"Zhen Ai","CHN","ldpe",NA
2019,"Zhen Ai","CHN","o",1
2019,"Zhen Ai","CHN","pet",0
2019,"Zhen Ai","CHN","pp",NA
2019,"Zhen Ai","CHN","ps",NA
2019,"Zhen Ai","CHN","pvc",NA
2019,"Zhangwei","CHN","hdpe",NA
2019,"Zhangwei","CHN","ldpe",NA
2019,"Zhangwei","CHN","o",1
2019,"Zhangwei","CHN","pet",0
2019,"Zhangwei","CHN","pp",NA
2019,"Zhangwei","CHN","ps",NA
2019,"Zhangwei","CHN","pvc",NA
2019,"Zfrenhe","CHN","hdpe",NA
2019,"Zfrenhe","CHN","ldpe",NA
2019,"Zfrenhe","CHN","o",1
2019,"Zfrenhe","CHN","pet",0
2019,"Zfrenhe","CHN","pp",NA
2019,"Zfrenhe","CHN","ps",NA
2019,"Zfrenhe","CHN","pvc",NA
2019,"A Ming","CHN","hdpe",NA
2019,"A Ming","CHN","ldpe",NA
2019,"A Ming","CHN","o",1
2019,"A Ming","CHN","pet",0
2019,"A Ming","CHN","pp",NA
2019,"A Ming","CHN","ps",NA
2019,"A Ming","CHN","pvc",NA
2019,"Zai Lai","CHN","hdpe",NA
2019,"Zai Lai","CHN","ldpe",NA
2019,"Zai Lai","CHN","o",1
2019,"Zai Lai","CHN","pet",0
2019,"Zai Lai","CHN","pp",NA
2019,"Zai Lai","CHN","ps",NA
2019,"Zai Lai","CHN","pvc",NA
2019,"AMBROSIAL","CHN","hdpe",NA
2019,"AMBROSIAL","CHN","ldpe",NA
2019,"AMBROSIAL","CHN","o",1
2019,"AMBROSIAL","CHN","pet",0
2019,"AMBROSIAL","CHN","pp",NA
2019,"AMBROSIAL","CHN","ps",NA
2019,"AMBROSIAL","CHN","pvc",NA
2019,"Deming","CHN","hdpe",NA
2019,"Deming","CHN","ldpe",NA
2019,"Deming","CHN","o",1
2019,"Deming","CHN","pet",0
2019,"Deming","CHN","pp",NA
2019,"Deming","CHN","ps",NA
2019,"Deming","CHN","pvc",NA
2019,"Depian","CHN","hdpe",NA
2019,"Depian","CHN","ldpe",NA
2019,"Depian","CHN","o",1
2019,"Depian","CHN","pet",0
2019,"Depian","CHN","pp",NA
2019,"Depian","CHN","ps",NA
2019,"Depian","CHN","pvc",NA
2019,"Yun Tai","CHN","hdpe",NA
2019,"Yun Tai","CHN","ldpe",NA
2019,"Yun Tai","CHN","o",1
2019,"Yun Tai","CHN","pet",0
2019,"Yun Tai","CHN","pp",NA
2019,"Yun Tai","CHN","ps",NA
2019,"Yun Tai","CHN","pvc",NA
2019,"Yan Tang Shan","CHN","hdpe",NA
2019,"Yan Tang Shan","CHN","ldpe",NA
2019,"Yan Tang Shan","CHN","o",1
2019,"Yan Tang Shan","CHN","pet",0
2019,"Yan Tang Shan","CHN","pp",NA
2019,"Yan Tang Shan","CHN","ps",NA
2019,"Yan Tang Shan","CHN","pvc",NA
2019,"Ai Misi","CHN","hdpe",NA
2019,"Ai Misi","CHN","ldpe",NA
2019,"Ai Misi","CHN","o",0
2019,"Ai Misi","CHN","pet",1
2019,"Ai Misi","CHN","pp",NA
2019,"Ai Misi","CHN","ps",NA
2019,"Ai Misi","CHN","pvc",NA
2019,"Waru","CHN","hdpe",NA
2019,"Waru","CHN","ldpe",NA
2019,"Waru","CHN","o",0
2019,"Waru","CHN","pet",1
2019,"Waru","CHN","pp",NA
2019,"Waru","CHN","ps",NA
2019,"Waru","CHN","pvc",NA
2019,"Ali Shan","CHN","hdpe",NA
2019,"Ali Shan","CHN","ldpe",NA
2019,"Ali Shan","CHN","o",1
2019,"Ali Shan","CHN","pet",0
2019,"Ali Shan","CHN","pp",NA
2019,"Ali Shan","CHN","ps",NA
2019,"Ali Shan","CHN","pvc",NA
2019,"Wuqiongshipin","CHN","hdpe",NA
2019,"Wuqiongshipin","CHN","ldpe",NA
2019,"Wuqiongshipin","CHN","o",1
2019,"Wuqiongshipin","CHN","pet",0
2019,"Wuqiongshipin","CHN","pp",NA
2019,"Wuqiongshipin","CHN","ps",NA
2019,"Wuqiongshipin","CHN","pvc",NA
2019,"Wuguzaliang","CHN","hdpe",NA
2019,"Wuguzaliang","CHN","ldpe",NA
2019,"Wuguzaliang","CHN","o",1
2019,"Wuguzaliang","CHN","pet",0
2019,"Wuguzaliang","CHN","pp",NA
2019,"Wuguzaliang","CHN","ps",NA
2019,"Wuguzaliang","CHN","pvc",NA
2019,"Wu Yishan","CHN","hdpe",NA
2019,"Wu Yishan","CHN","ldpe",NA
2019,"Wu Yishan","CHN","o",0
2019,"Wu Yishan","CHN","pet",1
2019,"Wu Yishan","CHN","pp",NA
2019,"Wu Yishan","CHN","ps",NA
2019,"Wu Yishan","CHN","pvc",NA
